Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
FONTAINE-AU-BOIS;59;l'isolation thermique et phonique de la salle des fêtes et la réfection de la cuisine;50321,44;10000;0,1987224531;LECERF Jean-René;Sénat;59;UMP;http://nossenateurs.fr/LECERF%20Jean-René/xml
FONTAINE-CHAALIS;60;la réfection de la voirie, Grande Rue (programme 2010);39589,8;19700;0,4976029179;0;Réserve ministérielle;;;
FONTAINE-ETOUPEFOUR;14;la construction d'un bâtiment mairie-bibliothèque;1325300;16000;0,0120727382;0;Réserve ministérielle;;;
FONTAINE-LA-GUYON;28;l'aménagement d'un réseau d'assainissement des eaux usées au hameau de Flonville (3ème tranche);196143;5000;0,0254916056;CORNU Gérard;Sénat;28;UMP;http://nossenateurs.fr/CORNU%20Gérard/xml
FONTAINE-LA-LOUVET;27;la réhabilitation de l'ancienne école en salle communale;289331,1;9500;0,0328343548;MORIN Hervé;Assemblée nationale;27;NC;http://2007.nosdeputes.fr/MORIN%20Hervé/xml
FONTAINE-LA-LOUVET;27;la mise en place d'une réserve incendie dans le cadre de la réhabilitation de l'ancienne école en salle communale;12200;5000;0,4098360656;BOURDIN Joël;Sénat;27;UMP;http://nossenateurs.fr/BOURDIN%20Joël/xml
FONTAINE-LA-LOUVET;27;l'acquisition de mobilier de cuisine pour la nouvelle salle communale;12500;3000;0,24;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
FONTAINE-LA-MALLET;76;la rénovation de l'ancien presbytère;171665,41;12000;0,0699034243;FIDELIN Daniel;Assemblée nationale;76;UMP;http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
FONTAINE-LE-COMTE;86;la réhabilitation et la mise en accessibilité des bâtiments communaux;836120;3000;0,0035880017;COUTELLE Catherine;Assemblée nationale;86;SRC;http://2007.nosdeputes.fr/COUTELLE%20Catherine/xml
FONTAINE-LES-DIJON;21;l'aménagement d'une structure multi-accueil au centre d'animation Pierre Jacques;568958,5;50000;0,0878798717;DEPIERRE Bernard;Assemblée nationale;21;UMP;http://2007.nosdeputes.fr/DEPIERRE%20Bernard/xml
FONTAINE-LES-RIBOUTS;28;l'acquisition de tentes de réception et d'un stand;9045;2713;0,2999447208;de MONTGOLFIER Albéric;Sénat;28;UMP;http://nossenateurs.fr/de MONTGOLFIER Albéric/xml
FONTAINE-RAOUL;41;l'aménagement d'un réseau d'assainissement collectif;199965,5;30000;0,1500258795;LEROY Maurice;Assemblée nationale;41;NC;http://2007.nosdeputes.fr/LEROY%20Maurice/xml
FONTAINE-RAOUL;41;la construction d'une unité de traitement des eaux usées;99736,28;18000;0,1804759512;GOURAULT Jacqueline;Sénat;41;UDI;http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
FONTAINE-SAINT-LUCIEN;60;l'acquisition de mobilier urbain;1953,7;950;0,486256846;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
FONTAINE-SAINT-LUCIEN;60;la pose d'une clôture autour de la mare;3879;1939;0,4998711008;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FONTAINES-EN-SOLOGNE;41;l'extension de l'école primaire;509744,54;24000;0,0470824072;0;Réserve ministérielle;;;
FONTAINE-SIMON;28;l'aménagement et la mise en sécurité de la rue du Perthuis (2ème tranche);122415,04;5000;0,0408446544;BILLARD Joël;Sénat;28;UMP;http://nossenateurs.fr/BILLARD%20Joël/xml
FONTAINE-SUR-AY;51;l'installation de cinémomètres;4756;1000;0,2102607233;OUDIT Mireille;Sénat;51;UMP;http://nossenateurs.fr/OUDIT%20Mireille/xml
FONTAN;6;la réhabilitation d'un appartement communal;41862,6;10000;0,2388767062;GUIBAL Jean-Claude;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/GUIBAL%20Jean-Claude/xml
FONTANES-DU-CAUSSE;46;la rénovation énergétique des bâtiments publics;20902,95;5000;0,239200687;MILHAU Jean;Sénat;46;RDSE;http://nossenateurs.fr/MILHAU%20Jean/xml
FONTANGES;15;l'acquisition d'une étrave de déneigement;12600;3000;0,2380952381;MEZARD Jacques;Sénat;15;RDSE;http://nossenateurs.fr/MEZARD%20Jacques/xml
FONTANIERES;23;la réfection de la voie communale n°4 aux Mazeires;45652;20000;0,438096907;0;Réserve ministérielle;;;
FONTANS;48;la réfection de la voirie à Chabannes, Chazeirolles et au village de Bergougnoux et la restauration de la toiture de l'ancienne école de Chabannes;55192,6;20000;0,3623674188;0;Réserve ministérielle;;;
FONTENAY;88;l'aménagement d'un terrain multi-sports;58528,41;7000;0,119600037;CHERPION Gérard;Assemblée nationale;88;UMP;http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
FONTENAY-DE-BOSSERY;10;l'aménagement du grenier de la mairie;17127,03;8000;0,4670979148;0;Réserve ministérielle;;;
FONTENAY-MAUVOISIN;78;l'aménagement d'une aire multisports;117940;35000;0,2967610649;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
FONTENAY-SAINT-PERE;78;la rénovation des locaux de l'école primaire et la restauration du mobilier de l'église Saint-Denis;18837;9000;0,4777830865;DUMOULIN Cécile;Assemblée nationale;78;UMP;http://2007.nosdeputes.fr/DUMOULIN%20Cécile/xml
FONTENAY-SOUS-BOIS;94;le réaménagement de la rue Gabriel Lacassagne;2502175,18;40000;0,0159860909;VOGUET Jean-François;Sénat;94;CRC-SPG;http://nossenateurs.fr/VOGUET%20Jean-François/xml
FONTENAY-SUR-CONIE;28;le renforcement du réseau d'eau potable, rue de la Fontaine Saint-Cyr;50164,9;8000;0,1594740546;de MONTGOLFIER Albéric;Sénat;28;UMP;http://nossenateurs.fr/de MONTGOLFIER Albéric/xml
FONTENAY-SUR-EURE;28;l'enfouissement des réseaux, 1-22, rue Noël Ballay;55682,9;10000;0,1795883476;CORNU Gérard;Sénat;28;UMP;http://nossenateurs.fr/CORNU%20Gérard/xml
FONTENAY-SUR-LOING;45;la restauration d'une estampe encadrée à la mémoire des anciens combattants;1756;878;0,5;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
FONTENAY-SUR-VEGRE;72;la mise en accessibilité de la mairie, de la salle des fêtes et de l'école;45000;22500;0,5;JOULAUD Marc;Assemblée nationale;72;UMP;http://2007.nosdeputes.fr/JOULAUD%20Marc/xml
FONTENAY-TORCY;60;la mise en sécurité du bâtiment communal et de la porte d'entrée de la salle communale;4860;2400;0,4938271605;MANCEL Jean-François;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/MANCEL%20Jean-François/xml
FONTENAY-TORCY;60;la restauration du calvaire et la pose d'une stèle commémorative;4490;2200;0,4899777283;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FONTENELLE-MONTBY;25;l'édification d'un columbarium;1228,26;606;0,4933808803;HUMBERT Jean-François;Sénat;25;UMP;http://nossenateurs.fr/HUMBERT%20Jean-François/xml
FONTENY;57;le remplacement de l'armoire de commande de l'éclairage public;1850;925;0,5;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
FONTEVRAUD-L'ABBAYE;49;la restauration du presbytère;50566;10000;0,1977613416;PIRON Michel;Assemblée nationale;49;UMP;http://2007.nosdeputes.fr/PIRON%20Michel/xml
FONTEVRAUD-L'ABBAYE;49;la restauration des murs du cimetière et du calvaire des détenus;70000;6000;0,0857142857;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
FONTIENNE;4;la réfection du chemin du cimetière et l'aménagement de voies d'accès aux terrains communaux, quartier Fayet;28002,5;10000;0,3571109722;0;Réserve ministérielle;;;
FONTOY;57;l'acquisition de matériel informatique;3623,38;1800;0,4967737306;MASSON Jean-Louis;Sénat;;;http://nossenateurs.fr/MASSON%20Jean-Louis/xml
FORESTE;2;la restauration de l'église;76093,83;15000;0,1971250494;BERTRAND Xavier;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
FOREST-SAINT-JULIEN;5;la restauration de l'aqueduc des Gorges;361006,72;8000;0,0221602523;BERNARD-REYMOND Pierre;Sénat;5;NI;http://nossenateurs.fr/BERNARD-REYMOND%20Pierre/xml
FOREST-SUR-MARQUE;59;la réhabilitation et l'extension du groupe scolaire;2213255;7500;0,0033886741;LAZARO Thierry;Assemblée nationale;59;UMP;http://2007.nosdeputes.fr/LAZARO%20Thierry/xml
FORET-LA-FOLIE;27;la mise en sécurité de l'accès piétons à la salle communale;10691,4;1100;0,1028864321;PONIATOWSKI Ladislas;Sénat;27;UMP;http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
FORFRY;77;l'installation d'une pompe à chaleur dans le bâtiment communal;22444,9;2000;0,0891071023;0;Réserve ministérielle;;;
FORGES-LA-FORET;35;la construction d'une salle multifonctions;66889,7;20000;0,2989996965;MEHAIGNERIE Pierre;Assemblée nationale;35;UMP;http://2007.nosdeputes.fr/MEHAIGNERIE%20Pierre/xml
FORGES-LES-BAINS;91;l'acquisition de mobilier et de matériel pour le service de restauration scolaire;57466;15000;0,2610239098;MALHERBE Guy;Assemblée nationale;91;UMP;http://2007.nosdeputes.fr/MALHERBE%20Guy/xml
FORGES-LES-BAINS;91;l'installation d'une clôture au centre technique municipal;17911,35;8955;0,4999623144;VERA Bernard;Sénat;91;CRC-SPG;http://nossenateurs.fr/VERA%20Bernard/xml
FORMIGUERES;66;l'extension et le revêtement du parking Del Rantado;28560,6;10000;0,3501327003;ALDUY Jean-Paul;Sénat;66;UMP;http://nossenateurs.fr/ALDUY%20Jean-Paul/xml
FORSTFELD;67;l'aménagement de la rue des Vergers (1ère tranche);119285;30000;0,251498512;LOOS François;Assemblée nationale;67;UMP;http://2007.nosdeputes.fr/LOOS%20François/xml
FORT-DE-FRANCE;972;la réhabilitation de l'espace multi-jeux de Langelier- Bellevue;70000;21000;0,3;LETCHIMY Serge;Assemblée nationale;972;SRC;http://2007.nosdeputes.fr/LETCHIMY%20Serge/xml
FOSSES;95;la rénovation du sol Mandela, l'acquisition de panneaux de hand et l'aménagement d'une lice autour du terrain de sport;95511,15;25000;0,2617495444;HUE Robert;Sénat;95;RDSE;http://nossenateurs.fr/HUE%20Robert/xml
FOSSEUSE;60;l'installation d'une clôture aux abords de la salle des associations;7759,04;3500;0,4510867324;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
FOUCAUCOURT-HORS-NESLE;80;le remplacement d'un poteau incendie, rue d'en Bas;1217,18;600;0,4929427036;BIGNON Jérôme;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
FOUCHERANS;25;l'aménagement d'une aire de jeux à proximité de la salle polyvalente;25000;4000;0,16;JARRAUD-VERGNOLLE Annie;Sénat;64;SOCV;http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
FOUCHERES;10;la réfection du parking de la salle polyvalente;32119,4;3000;0,0934014957;MATHIS Jean-Claude;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
FOUCHERES;10;la mise en sécurité de l'église Notre-Dame de la Nativité (1ère tranche);58416;3200;0,0547795125;GAILLARD Yann;Sénat;10;UMP;http://nossenateurs.fr/GAILLARD%20Yann/xml
FOUCHEROLLES;45;la construction d'un local technique;27686,91;6000;0,2167089068;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
FOUCRAINVILLE;27;le remplacement de la clôture de la Mare;3081,04;1500;0,4868485966;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
FOUDAY;67;l'installation d'une nouvelle cloche dans le temple;20992;8000;0,381097561;0;Réserve ministérielle;;;
FOUGERES-SUR-BIEVRE;41;la restauration de l'église Saint-Eloi;57894,8;6000;0,1036362506;GOURAULT Jacqueline;Sénat;41;UDI;http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
FOUGEROLLES;70;l'aménagement du coeur de ville;144537;10000;0,0691864367;KRATTINGER Yves;Sénat;70;SOC;http://nossenateurs.fr/KRATTINGER%20Yves/xml
FOUILLEUSE;60;l'acquisition de panneaux électoraux;1630;800;0,490797546;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FOUILLEUSE;60;l'acquisition d'une tondeuse à gazon;1427,21;700;0,4904674154;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FOULANGUES;60;aménagements de sécurité routière;13493,24;5000;0,3705559228;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FOULEIX;24;l'aménagement du centre bourg;143751;2000;0,0139129467;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
FOUQUENIES;60;la mise en accessibilité des vestiaires du stade;14957;7478;0,4999665708;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FOUQUEREUIL;62;l'enfouissement des réseaux rue des Castors et cité Jérôme Blondel;227191;15000;0,0660237421;0;Réserve ministérielle;;;
FOUQUEVILLE;27;la démolition de l'ancienne salle des fêtes;9000;3500;0,3888888889;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
FOUQUIERES-LEZ-LENS;62;la réfection et la mise en accessibilité de la voirie;112229,6;2700;0,0240578243;DELCOURT Guy;Assemblée nationale;62;SRC;http://2007.nosdeputes.fr/DELCOURT%20Guy/xml
FOURBANNE;25;l'aménagement d'une aire de jeux;9678,47;2000;0,206644232;HUMBERT Jean-François;Sénat;25;UMP;http://nossenateurs.fr/HUMBERT%20Jean-François/xml
FOURILLES;3;la reprise de concessions funéraires et l'aménagement d'un espace cinéraire;8560,76;3000;0,3504361762;MALLOT Jean;Assemblée nationale;3;SRC;http://2007.nosdeputes.fr/MALLOT%20Jean/xml
FOURMIES;59;la réfection des peintures extérieures du théâtre et de l'école de musique;57100;5000;0,0875656743;PERAT Jean-Luc;Assemblée nationale;59;SRC;http://2007.nosdeputes.fr/PERAT%20Jean-Luc/xml
FOURMIES;59;l'aménagement d'un terrain multisports et d'un skate park au complexe sportif Léo Lagrange;59800,8;16000;0,2675549491;RENAR Ivan;Sénat;59;CRC-SPG;http://nossenateurs.fr/RENAR%20Ivan/xml
FOURQUES;30;l'installation d'une stèle à la mémoire des anciens combattants;13080;6540;0,5;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
FOURQUES-SUR-GARONNE;47;la construction et l'équipement matériel d'une unité de restauration, à l'école;431170;15000;0,0347890623;FRANCOIS-PONCET Jean;Sénat;47;UMP;http://nossenateurs.fr/FRANCOIS-PONCET%20Jean/xml
FRAHIER-ET-CHATEBIER;70;la construction d'un entrepôt destiné à l'entretien et l'exposition de matériels anciens;145000;11000;0,075862069;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
FRAIGNOT-ET-VESVROTTE;21;"la restauration de la source de ""Vau""";6623,5;1500;0,2264663697;HOUPERT Alain;Sénat;21;UMP;http://nossenateurs.fr/HOUPERT%20Alain/xml
FRAIGNOT-ET-VESVROTTE;21;la réfection des rues de la Ruellotte et de la Fontaine et du chemin de Montmorot;21411,3;5000;0,2335215517;HOUPERT Alain;Sénat;21;UMP;http://nossenateurs.fr/HOUPERT%20Alain/xml
FRAIMBOIS;54;le renforcement du réseau d'eau potable dans le cadre de la mise en conformité de la protection incendie;77140,25;4000;0,0518536043;PANIS Jacqueline;Sénat;54;UMP;http://nossenateurs.fr/PANIS%20Jacqueline/xml
FRAISNES-EN-SAINTOIS;54;la réfection de la salle communale et du lavoir, l'aménagement d'un espace cinéraire, le remplacement d'un poteau incendie et divers travaux de voirie;19782,14;4500;0,2274779169;NACHBAR Philippe;Sénat;54;UMP;http://nossenateurs.fr/NACHBAR%20Philippe/xml
FRAISSE;24;l'extension et la mise aux normes de l'espace polyvalent d'animation;177190;7240;0,0408600937;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
FRAISSE-SUR-AGOUT;34;l'aménagement d'un espace de jeux et de loisirs;37166,43;12000;0,3228720111;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
FRALIGNES;10;la réfection du mur du cimetière;3618;1000;0,2763957988;MATHIS Jean-Claude;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
FRALIGNES;10;la restauration de la fontaine Saint-Parre;2875;400;0,1391304348;ADNOT Philippe;Sénat;10;NI;http://nossenateurs.fr/ADNOT%20Philippe/xml
FRALIGNES;10;l'édification d'un columbarium;3420;1710;0,5;GAILLARD Yann;Sénat;10;UMP;http://nossenateurs.fr/GAILLARD%20Yann/xml
FRANCALTROFF;57;l'extension du groupe scolaire (tranche 2 bis);101911,75;20000;0,1962482246;0;Réserve ministérielle;;;
FRANCASTEL;60;la mise aux normes des branchements d'eau potable (2ème tranche);53100;10000;0,1883239171;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
FRANCAY;41;la construction d'une nouvelle station d'épuration et la restructuration du déversoir d'orage;290000;30000;0,1034482759;GOURAULT Jacqueline;Sénat;41;UDI;http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
FRANCHEVAL;8;la réhabilitation d'un bâtiment communal en annexe de la salle des fêtes;244000;22000;0,0901639344;0;Réserve ministérielle;;;
FRANCHEVAL;8;la construction d'un préau dans la cour de l'école primaire;13580;6000;0,441826215;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
FRANCHEVILLE;27;l'aménagement d'un espace cinéraire;1672,24;836;0,49992824;LEFRAND Guy;Assemblée nationale;27;UMP;http://2007.nosdeputes.fr/LEFRAND%20Guy/xml
FRANCILLY-SELENCY;2;l'extension de la salle polyvalente;64504,74;8000;0,1240218936;BERTRAND Xavier;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
FRANCONVILLE-LA-GARENNE;95;l'installation d'un système de vidéoprotection urbaine;1043000;50000;0,0479386385;BODIN Claude;Assemblée nationale;95;UMP;http://2007.nosdeputes.fr/BODIN%20Claude/xml
FRANCONVILLE-LA-GARENNE;95;l'extension de la maternelle Ferdinand Buisson;501672,24;40000;0,0797333335;BODIN Claude;Assemblée nationale;95;UMP;http://2007.nosdeputes.fr/BODIN%20Claude/xml
FRANGY;74;la réfection du trottoir, rue du Grand Pont;156786,5;25000;0,1594525039;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FRANLEU;80;la restauration de l'église;32093,3;7500;0,233693637;BIGNON Jérôme;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
FRANOIS;25;la mise à niveau du chemin de Terre Rouge dans le cadre de l'aménagement du carrefour du Monument aux Morts;302549,8;15000;0,0495786148;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FRANQUEVILLE;27;"l'installation de l'éclairage public au lotissement ""Le Bois David""";4361,31;2000;0,4585778126;PONIATOWSKI Ladislas;Sénat;27;UMP;http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
FRAUENBERG;57;l'aménagement d'un chemin piétonnier sécurisé, pour les écoliers;30870,42;5000;0,1619673461;LETT Céleste;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/LETT%20Céleste/xml
FRAUENBERG;57;l'installation d'un indicateur de vitesse à l'entrée du village;3045;1000;0,328407225;LEROY Philippe;Sénat;57;UMP;http://nossenateurs.fr/LEROY%20Philippe/xml
FRAUENBERG;57;l'aménagement d'un chemin d'accès, rue de l'Ecole;6023,5;3010;0,4997094712;MASSERET Jean-Pierre;Sénat;57;SOCV;http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
FRAZE;28;le réaménagement et la mise en sécurité du parking situé rue du 19 mars 1962;22478,21;4000;0,1779501126;BILLARD Joël;Sénat;28;UMP;http://nossenateurs.fr/BILLARD%20Joël/xml
FREBUANS;39;l'aménagement de la RD 158 en traverse du village;230090;15000;0,0651918814;PELISSARD Jacques;Assemblée nationale;39;UMP;http://2007.nosdeputes.fr/PELISSARD%20Jacques/xml
FRECHENCOURT;80;la mise aux normes de la salle socio-éducative (2ème tranche);22843,76;3000;0,1313268919;GEST Alain;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/GEST%20Alain/xml
FRECHENDETS;65;l'aménagement d'une cuisine avec salle de restauration et d'un parking avec terrasse;11353,89;3000;0,2642266219;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
FREIGNE;49;la mise en sécurité de l'église Saint-Pierre;168698,5;15000;0,0889160247;LAFFINEUR Marc;Assemblée nationale;49;UMP;http://2007.nosdeputes.fr/LAFFINEUR%20Marc/xml
FREISTROFF;57;l'extension de l'école primaire;429500;5000;0,0116414435;WOJCIECHOWSKI André;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/WOJCIECHOWSKI%20André/xml
FREISTROFF;57;l'extension de la cour de l'école primaire;39060;4000;0,102406554;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
FREJAIROLLES;81;la réhabilitation d'anciens bâtiments scolaires en mairie et en locaux associatifs et professionnels;1310283;22000;0,0167902659;CARCENAC Thierry;Assemblée nationale;81;SRC;http://2007.nosdeputes.fr/CARCENAC%20Thierry/xml
FREJEVILLE;81;la construction de vestiaires pour le stade de football;109305,91;10000;0,0914863615;0;Réserve ministérielle;;;
FREMAINVILLE;95;l'acquisition d'un aspirateur de feuilles et d'un broyeur de branches;6727;3363;0,4999256727;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FREMAINVILLE;95;la restructuration de la mairie (1ère tranche);136750;25000;0,1828153565;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
FREMERY;57;la restauration des abat-sons de l'église;1800;740;0,4111111111;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
FREMESTROFF;57;l'aménagement d'un city-stade;46448;4000;0,0861178092;WOJCIECHOWSKI André;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/WOJCIECHOWSKI%20André/xml
FREMESTROFF;57;l'acquisition d'un micro-tracteur;17933;4500;0,2509340322;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
FREMONVILLE;54;l'aménagement de sanitaires publics dans la Grande Rue et l'enfouissement des réseaux secs;274988,36;10000;0,0363651756;0;Réserve ministérielle;;;
FREMONVILLE;54;la réfection des chemins d'Haxeney et d'Harbouey;28900;3000;0,1038062284;PANIS Jacqueline;Sénat;54;UMP;http://nossenateurs.fr/PANIS%20Jacqueline/xml
FRENOUVILLE;14;l'isolation des logements communaux et la pose de volets;20327,46;2100;0,1033085294;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
FRENOUVILLE;14;le remplacement de menuiseries à l'école, l'aménagement de la cour et l'équipement d'une classe numérique;29862,86;3000;0,1004592326;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
FRENOUVILLE;14;travaux de voirie (trottoirs-programme 2011);58469,3;3012;0,0515142134;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
FRENOUVILLE;14;le remplacement des portes et des fenêtres de la sacristie et le nettoyage de la façade de l'Eglise;10350,7;1000;0,0966118234;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
FRENOUVILLE;14;l'acquisition d'un défibrillateur et la pose d'une fenêtre et d'un panneau d'affichage à la mairie;15466,3;1500;0,0969850578;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
FRESNAY-LE-GILMERT;28;le remaniage de la toiture de l'église;2543,2;1000;0,3932054105;CORNU Gérard;Sénat;28;UMP;http://nossenateurs.fr/CORNU%20Gérard/xml
FRESNAY-LE-LONG;76;la restauration du calvaire et de la porte de l'église;9015,06;1500;0,1663882437;TRASSY-PAILLOGUES fArel d;Assemblée nationale;;;http://2007.nosdeputes.fr/TRASSY-PAILLOGUES fArel d/xml
FRESNEAUX-MONTCHEVREUIL;60;le remplacement de la chaudière de la salle des fêtes;8512,5;4000;0,46989721;MARINI Pilhippe;Sénat;;;http://nossenateurs.fr/MARINI%20Pilhippe/xml
FRESNE-CAUVERVILLE;27;l'équipement de la cuisine de la salle polyvalente;5099,38;2000;0,3922045425;VAMPA Marc;Assemblée nationale;27;NC;http://2007.nosdeputes.fr/VAMPA%20Marc/xml
FRESNE-LA-MERE;14;"la réfection de la voie communale n°6, au lieu-dit ""Le Moulinet""";26502,75;12000;0,4527832017;LETEURTRE Claude;Assemblée nationale;14;NC;http://2007.nosdeputes.fr/LETEURTRE%20Claude/xml
FRESNE-L'ARCHEVEQUE;27;aménagements de sécurité sur la RD1 (tranche ferme);148603,65;15000;0,1009396472;GILARD Franck;Assemblée nationale;27;UMP;http://2007.nosdeputes.fr/GILARD%20Franck/xml
FRESNES-EN-SAULNOIS;57;la réfection du mur du cimetière (programme 2011);41160;8000;0,1943634597;MARTY Alain;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/MARTY%20Alain/xml
FRESNES-EN-TARDENOIS;2;la restauration du choeur et des transepts de l'église;69020,67;5000;0,072442067;VASSEUR Isablel;Assemblée nationale;;;http://2007.nosdeputes.fr/VASSEUR%20Isablel/xml
FRESNE-TILLOLOY;80;la rénovation de la toiture de l'église;12257,28;3000;0,2447525063;BIGNON Jérôme;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
FRESNICOURT-LE-DOLMEN;62;travaux de voirie, d'assainissement et d'enfouissement des réseaux, rue des Pensées;330694,5;5000;0,0151196951;JANQUIN Serge;Assemblée nationale;62;SRC;http://2007.nosdeputes.fr/JANQUIN%20Serge/xml
FRESNOIS-LA-MONTAGNE;54;l'aménagement d'un espace intergénérationnel dans l'ancienne école;22694,22;8000;0,3525126662;NACHBAR Philippe;Sénat;54;UMP;http://nossenateurs.fr/NACHBAR%20Philippe/xml
FRESNOY-EN-GOHELLE;62;l'acquisition de matériel électro-ménager pour la salle Emile Petit;1974;987;0,5;DANGLOT Jean-Claude;Sénat;62;CRC-SPG;http://nossenateurs.fr/DANGLOT%20Jean-Claude/xml
FRESSAC;30;la construction d'un réservoir d'eau potable;136000;5000;0,0367647059;SUTOUR Simon;Sénat;30;SOC;http://nossenateurs.fr/SUTOUR%20Simon/xml
FRESSENNEVILLE;80;l'installation d'abris bus, rue Jean Jaurès;13069,7;5000;0,3825642517;DUBOIS Daniel;Sénat;80;UDI;http://nossenateurs.fr/DUBOIS%20Daniel/xml
