Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
LARTIGUE;33;l'acquisition de terrains;341182,34;5000;0,0146549203;DELUGA François;Assemblée nationale;33;SRC;http://2007.nosdeputes.fr/DELUGA%20François/xml
LASCELLES;15;l'aménagement d'une nouvelle mairie et d'une salle de réunions et d'expositions;166771,29;10000;0,0599623592;JARLIER Pierre;Sénat;15;UDI;http://nossenateurs.fr/JARLIER%20Pierre/xml
LASSALES;65;l'aménagement du parking et de l'accès à la mairie;15995,43;3000;0,18755357;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
LASSAY-SUR-CROISNE;41;la restauration des voûtes lambrissées de la nef et du choeur de l'église;97867;15000;0,1532692327;MARTIN-LALANDE Patrice;Assemblée nationale;41;UMP;http://2007.nosdeputes.fr/MARTIN-LALANDE%20Patrice/xml
LASSIGNY;60;l'acquisition d'un tracteur pour les services techniques;27000;10000;0,3703703704;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
LASSY;14;l'aménagement d'une aire de promenade;15484;1600;0,1033324722;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
LATILLE;86;l'installation de chaudières dans les bâtiments communaux;53052,6;2000;0,0376984351;COUTELLE Catherine;Assemblée nationale;86;SRC;http://2007.nosdeputes.fr/COUTELLE%20Catherine/xml
LATRESNE;33;la construction d'un club-house au stade et l'installation de buts de football;62528,76;10000;0,1599264083;DES ESGAULX Marie-Hélène;Sénat;33;UMP;http://nossenateurs.fr/DES ESGAULX Marie-Hélène/xml
LAUBERT;48;l'aménagement d'une zone artisanale;98108;13000;0,1325070331;SAINT-LEGER Francis;Assemblée nationale;48;UMP;http://2007.nosdeputes.fr/SAINT-LEGER%20Francis/xml
LAUBRIERES;53;l'aménagement du cimetière et la sécurisation des abords de la salle des fêtes;16226,04;8113;0,4999987674;BERNIER Marc;Assemblée nationale;53;UMP;http://2007.nosdeputes.fr/BERNIER%20Marc/xml
LAUBRIERES;53;la réfection de la façade du bâtiment communal situé 6, rue d'Anjou;7839,28;3900;0,4974946679;ARTHUIS Jean;Sénat;53;UDI;http://nossenateurs.fr/ARTHUIS%20Jean/xml
LAUDREFANG;57;l'acquisition d'un défibrillateur et d'une armoire externe;2158,2;1079;0,4999536651;WOJCIECHOWSKI André;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/WOJCIECHOWSKI%20André/xml
LAUDREFANG;57;la réfection du revêtement de sol de la salle des jeunes;5367;2000;0,3726476616;MASSON Jean-Louis;Sénat;;;http://nossenateurs.fr/MASSON%20Jean-Louis/xml
LAUGNAC;47;la réhabilitation du chauffage de l'école primaire;1428;714;0,5;FRANCOIS-PONCET Jean;Sénat;47;UMP;http://nossenateurs.fr/FRANCOIS-PONCET%20Jean/xml
LAULNE;50;la restructuration et l'extension de la salle communale;311359,18;10000;0,032117248;COUSIN Alain;Assemblée nationale;50;UMP;http://2007.nosdeputes.fr/COUSIN%20Alain/xml
LAUNAY;27;la pose de glissières de sécurité le long de la rue de la Trigale;6032;1500;0,2486737401;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
LAUNAY;27;travaux d'éclairage public, rue du Petit Launay;2894,25;1400;0,4837177162;PONIATOWSKI Ladislas;Sénat;27;UMP;http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
LAUNOY;2;le pavage du chemin du Lavoir;9677;400;0,0413351245;VASSEUR Isabelle;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
LAUNSTROFF;57;travaux de voirie, rue de la Fontaine (2ème tranche);49453,3;15000;0,3033164622;0;Réserve ministérielle;;;
LAURAC-EN-VIVARAIS;7;la construction d'une salle intergénérationnelle et d'un espace de rencontres;422035;12000;0,0284336607;FLORY Jean-Claude;Assemblée nationale;7;UMP;http://2007.nosdeputes.fr/FLORY%20Jean-Claude/xml
LAURET;40;l'aménagement du parking municipal et l'installation d'une réserve incendie;62450;10000;0,1601281025;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
LAURIE;15;la construction d'un local de chasse;10254,94;5000;0,4875698931;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
LAURIE;15;l'aménagement du cimetière;10109;4000;0,3956870116;0;Réserve ministérielle;;;
LAURIS;84;la construction d'un Club House;91454,6;10000;0,1093438712;BOUCHET Jean-Claude;Assemblée nationale;84;UMP;http://2007.nosdeputes.fr/BOUCHET%20Jean-Claude/xml
LAUTREC;81;la mise en sécurité et la requalification de la RD 83 en traverse d'agglomération;641372;15000;0,0233873633;PASTOR Jean-Marc;Sénat;81;SOC;http://nossenateurs.fr/PASTOR%20Jean-Marc/xml
LAVALDENS;38;l'acquisition d'un défibrillateur cardiaque semi- automatique et de coffrets muraux;2403;900;0,3745318352;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LAVAL-EN-BRIE;77;l'acquisition d'un tracteur;23713,14;7000;0,2951949847;JEGO Yves;Assemblée nationale;77;UMP;http://2007.nosdeputes.fr/JEGO%20Yves/xml
LAVALETTE;31;l'aménagement du jardin et de la place attenants à la mairie;57700;4242;0,0735181976;CHATILLON Alain;Sénat;31;UMP;http://nossenateurs.fr/CHATILLON%20Alain/xml
LAVAL-SUR-LUZEGE;19;l'aménagement des abords de la salle polyvalente;110485,77;8000;0,0724075146;HOLLANDE François;Assemblée nationale;19;SRC;http://2007.nosdeputes.fr/HOLLANDE%20François/xml
LAVAL-SUR-VOLOGNE;88;l'enfouissement du réseau d'éclairage public, rue du Maray;167908;10000;0,0595564238;CHERPION Gérard;Assemblée nationale;88;UMP;http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
LAVANS-LES-DOLE;39;la réfection du chauffage et la mise aux normes de l'éclairage de l'église;39000;8000;0,2051282051;SERMIER Jean-Marie;Assemblée nationale;39;UMP;http://2007.nosdeputes.fr/SERMIER%20Jean-Marie/xml
LAVANS-QUINGEY;25;la réhabilitation du bâtiment communal en logement social;78922,11;13000;0,164719367;BRANGET Françoise;Assemblée nationale;25;UMP;http://2007.nosdeputes.fr/BRANGET%20Françoise/xml
LAVARS;38;la construction d'une salle polyvalente et d'un atelier communal;610260;9000;0,0147478124;BATTISTEL Marie-Noëlle;Assemblée nationale;38;SRC;http://2007.nosdeputes.fr/BATTISTEL%20Marie-Noëlle/xml
LAVASTRIE;15;la construction d'une station d'épuration (tranche ferme);230300;15000;0,065132436;JARLIER Pierre;Sénat;15;UDI;http://nossenateurs.fr/JARLIER%20Pierre/xml
LAVAU;10;la mise aux normes et en sécurité de la mairie;34684,1;4000;0,1153266194;ADNOT Philippe;Sénat;10;NI;http://nossenateurs.fr/ADNOT%20Philippe/xml
LAVAU;10;des aménagements de sécurité, rue Jules Dauvet et rue Henriette Clément;50125;2500;0,0498753117;ADNOT Philippe;Sénat;10;NI;http://nossenateurs.fr/ADNOT%20Philippe/xml
LAVAU;89;la réfection de la voirie (programme 2011);41922,9;5000;0,1192665584;BORDIER Pierre;Sénat;89;UMP;http://nossenateurs.fr/BORDIER%20Pierre/xml
LAVAU;10;l'aménagement de trottoirs, rues Jules Dauvet, Henriette Clément et Paul Cain;90650;5000;0,055157198;GAILLARD Yann;Sénat;10;UMP;http://nossenateurs.fr/GAILLARD%20Yann/xml
LAVAULT-DE-FRETOY;58;le renforcement des voies communales (programme 2011);78914,3;15783;0,2000017741;SIGNÉ René-Pierre;Sénat;58;SOCV;http://nossenateurs.fr/SIGNÉ%20René-Pierre/xml
LAVAUR;81;l'aménagement et la mise en sécurité du quartier du Pigné (2ème tranche);445719,8;80000;0,1794849589;0;Réserve ministérielle;;;
LAVEISSIERE;15;l'acquisition d'un bâtiment et son aménagement en commerce multiple rural et logement;317832;40000;0,1258526517;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
LAVELANET;9;l'installation d'un skate park;38750;5000;0,1290322581;BEL Jean-Pierre;Sénat;9;SOC;http://nossenateurs.fr/BEL%20Jean-Pierre/xml
LAVELANET;9;la réhabilitation du Casino en salle culturelle;791853,71;100000;0,1262859525;BEL Jean-Pierre;Sénat;9;SOC;http://nossenateurs.fr/BEL%20Jean-Pierre/xml
LAVENTIE;62;la construction d'un vestiaire et d'un club-house au stade d'honneur;249500;64000;0,2565130261;BOUT Brigitte;Sénat;62;UMP;http://nossenateurs.fr/BOUT%20Brigitte/xml
LAVEYRUNE;7;l'aménagement de la place de l'Eglise;64396,73;7000;0,1087011716;FLORY Jean-Claude;Assemblée nationale;7;UMP;http://2007.nosdeputes.fr/FLORY%20Jean-Claude/xml
LAVIGNEY;70;le réaménagement et la mise en accessibilité de la mairie;98427;8000;0,081278511;KRATTINGER Yves;Sénat;70;SOC;http://nossenateurs.fr/KRATTINGER%20Yves/xml
LAVILLATTE;7;l'extension et l'aménagement du secrétariat de la mairie;17012,18;4000;0,235125657;FLORY Jean-Claude;Assemblée nationale;7;UMP;http://2007.nosdeputes.fr/FLORY%20Jean-Claude/xml
LAVIT-DE-LOMAGNE;82;l'aménagement urbain des places de l'Hôtel de Ville et de la Halle (tranches ferme et conditionnelle);613722;50000;0,0814701119;COLLIN Yvon;Sénat;82;RDSE;http://nossenateurs.fr/COLLIN%20Yvon/xml
LAVOUX;86;la réhabilitation de l'atelier technique en local pour les jeunes et salle informatique;61713,11;14000;0,2268561737;CLAEYS Alain;Assemblée nationale;86;SRC;http://2007.nosdeputes.fr/CLAEYS%20Alain/xml
LAXOU;54;la réhabilitation et la rénovation des installations thermiques du stand de tir municipal;97330;15000;0,1541148669;ROSSO-DEBORD Valérie;Assemblée nationale;54;UMP;http://2007.nosdeputes.fr/ROSSO-DEBORD%20Valérie/xml
LAY;42;"la réfection de la toiture du bâtiment industriel situé ""Aux Allées""";41242,28;7000;0,1697287347;LONGERE Christiane;Sénat;42;UMP;http://nossenateurs.fr/LONGERE%20Christiane/xml
LAYMONT;32;la sécurisation, l'aménagement et la mise en accessibilité des espaces publics;201015;10000;0,0497475313;0;Réserve ministérielle;;;
LAYRAC;47;l'extension du gymnase pour y aménager un dojo;232900;5000;0,0214684414;DIONIS du SEJOUR Jean;Assemblée nationale;47;NC;http://2007.nosdeputes.fr/DIONIS du SEJOUR Jean/xml
LAY-SAINT-CHRISTOPHE;54;le réaménagement d'un parcours de santé;20281,45;4000;0,1972245574;HENART Laurent;Assemblée nationale;54;UMP;http://2007.nosdeputes.fr/HENART%20Laurent/xml
LAY-SAINT-CHRISTOPHE;54;la réhabilitation du système de chauffage du bâtiment communal, rue Jules Ferry et l'installation de fenêtres double vitrage;39064;11000;0,281589187;HENART Laurent;Assemblée nationale;54;UMP;http://2007.nosdeputes.fr/HENART%20Laurent/xml
LAY-SAINT-CHRISTOPHE;54;l'aménagement intérieur de la mairie, l'installation d'un ascenseur, la réfection de la façade principale, la mise aux normes de l'alimentation électrique extérieure et l'acquisition d'équipements festifs;88124;8000;0,090781172;NACHBAR Philippe;Sénat;54;UMP;http://nossenateurs.fr/NACHBAR%20Philippe/xml
LAZENAY;18;l'aménagement du centre bourg (tranche ferme);125375;12500;0,0997008973;POINTEREAU Rémy;Sénat;18;UMP;http://nossenateurs.fr/POINTEREAU%20Rémy/xml
LE BAILLEUL;72;l'aménagement d'un commerce et d'un logement;216000;50000;0,2314814815;0;Réserve ministérielle;;;
LE BARDON;45;la réhabilitation de la place de l'Eglise (tranche conditionnelle);154075;40000;0,2596138244;DOLIGE Eric;Sénat;45;UMP;http://nossenateurs.fr/DOLIGE%20Eric/xml
LE BARDON;45;l'aménagement d'une aire de jeux aux abords de la salle polyvalente;32671;10000;0,3060818463;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
LE BASTIT;46;la reconstruction des murs du cimetière;45250;3000;0,0662983425;LAUNAY Jean;Assemblée nationale;46;SRC;http://2007.nosdeputes.fr/LAUNAY%20Jean/xml
LE BEAUSSET;83;l'acquisition et la pose de mobilier urbain, dans le cadre de la requalification de la place Charles de Gaulle;108040;35000;0,3239540911;PONS Josette;Assemblée nationale;83;UMP;http://2007.nosdeputes.fr/PONS%20Josette/xml
LE BEC-THOMAS;27;la réfection du pignon de l'église;19390;2500;0,1289324394;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
LE BELIEU;25;la rénovation de la fontaine située rue de la Verrerie;16491,51;3000;0,1819117837;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LE BELLAY-EN-VEXIN;95;l'acquisition de matériel informatique pour la mairie;1406,66;703;0,4997654017;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LE BENY-BOCAGE;14;la construction d'un skate-park au plan d'eau;76850;8000;0,1040988939;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
LE BEULAY;88;la réfection de la toiture de l'atelier communal;5253;2000;0,3807348182;MASSERET Jean-Pierre;Sénat;57;SOCV;http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
LE BIGNON;44;la construction d'une nouvelle mairie;1675500;30000;0,017905103;POIGNANT Serge;Assemblée nationale;44;UMP;http://2007.nosdeputes.fr/POIGNANT%20Serge/xml
LE BIGNON-DU-MAINE;53;l'aménagement de la cour de l'école, la construction d'un préau et l'installation d'une rampe d'accès;50858,5;7500;0,1474679749;ARTHUIS Jean;Sénat;53;UDI;http://nossenateurs.fr/ARTHUIS%20Jean/xml
LE BLEYMARD;48;"la réfection des menuiseries des gîtes du village de vacances du Bleymard, secteur ""Jonquilles"" (tranche 1)";98331;15000;0,1525459926;0;Réserve ministérielle;;;
LE BOIS-D'OINGT;69;l'aménagement d'une salle hors sac, avenue Jean Goujon;63000;10000;0,1587301587;0;Réserve ministérielle;;;
LE BORN;48;la construction de garages municipaux, à Saint-Martin- du-Born;99400;13000;0,1307847082;SAINT-LEGER Francis;Assemblée nationale;48;UMP;http://2007.nosdeputes.fr/SAINT-LEGER%20Francis/xml
LE BOSC-ROGER-EN-ROUMOIS;27;l'acquisition d'un pupitre sonorisé;1340;670;0,5;BOURDIN Joël;Sénat;27;UMP;http://nossenateurs.fr/BOURDIN%20Joël/xml
LE BOSQUEL;80;la réfection des peintures de l'école;13887,88;2000;0,1440104609;GEST Alain;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/GEST%20Alain/xml
LE BOULAY;37;la réhabilitation de l'école maternelle;238464,7;10000;0,0419349279;LECLERC Dominique;Sénat;37;UMP;http://nossenateurs.fr/LECLERC%20Dominique/xml
LE BOULVE;46;la rénovation et la mise aux normes de la mairie;85865,25;10000;0,1164615488;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
LE BOURGET;93;la pose de ralentisseurs, rue du Commandant Rolland;51389;25694;0,4999902703;LAGARDE Jean-Christophe;Assemblée nationale;93;NC;http://2007.nosdeputes.fr/LAGARDE%20Jean-Christophe/xml
LE BOURGNEUF-LA-FORET;53;la restructuration et l'extension de la salle polyvalente et du réfectoire du restaurant scolaire;576300;40000;0,0694082943;ARTHUIS Jean;Sénat;53;UDI;http://nossenateurs.fr/ARTHUIS%20Jean/xml
LE BREIL-SUR-MERIZE;72;la réhabilitation et l'extension de la salle polyvalente;673250;10000;0,0148533234;KARAMALNI Marietta;Assemblée nationale;;;http://2007.nosdeputes.fr/KARAMALNI%20Marietta/xml
LE BRETHON;3;la restauration du clocher de l'église;150700;15000;0,099535501;DERIOT Gérard;Sénat;3;UMP;http://nossenateurs.fr/DERIOT%20Gérard/xml
LE BREUIL;69;la construction d'un parking pour la garderie périscolaire;43513;16000;0,3677062027;DINI Muguette;Sénat;69;UDI;http://nossenateurs.fr/DINI%20Muguette/xml
LE BREUIL;69;l'aménagement des abords et des accès à la garderie périscolaire;17655,2;8000;0,453124292;LAMURE Elisabeth;Sénat;69;UMP;http://nossenateurs.fr/LAMURE%20Elisabeth/xml
LE BRIGNON;43;la rénovation et la mise aux normes d'accessibilité de la mairie;200700;20000;0,0996512207;WAUQUIEZ Laurent;Assemblée nationale;43;;http://2007.nosdeputes.fr/WAUQUIEZ%20Laurent/xml
LE BURET;53;la rénovation et l'extension de la salle polyvalente;126288,18;10000;0,0791839743;BERNIER Marc;Assemblée nationale;53;UMP;http://2007.nosdeputes.fr/BERNIER%20Marc/xml
LE CAILAR;30;la réfection de l'impasse Jean Macé;13075;5400;0,413001912;SUTOUR Simon;Sénat;30;SOC;http://nossenateurs.fr/SUTOUR%20Simon/xml
LE CAIRE;4;la réfection des réseaux d'eau (3ème tranche ferme et 1ère et 2ème tranches conditionnelles);117655;10000;0,0849942629;0;Réserve ministérielle;;;
LE CANNET;6;la mise en accessibilité de la voirie et des espaces publics aux personnes à mobilité réduite (programme 2012);326000;100000;0,3067484663;TABAROT Michèle;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
LE CARBET;972;la réfection et la réhabilitation des installations sportives du Coin;45170;15000;0,3320788134;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LE CARDONNOIS;80;l'aménagement des abords de la mairie et de la chapelle et l'édification d'une stèle commémorative;5203,24;1500;0,2882819167;GEST Alain;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/GEST%20Alain/xml
LE CATELET;2;le remplacement des menuiseries du bâtiment abritant le presbytère;9648,73;4000;0,414562331;BERTRAND Xavier;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
LE CAUSE;82;l'aménagement du bourg (2ème tranche);112518,25;10000;0,0888744715;BAYLET Jean-Michel;Sénat;82;RDSE;http://nossenateurs.fr/BAYLET%20Jean-Michel/xml
LE CERGNE;42;l'extension de l'école (1ère tranche);543978,35;5000;0,0091915423;CLEMENT Pascal;Assemblée nationale;42;UMP;http://2007.nosdeputes.fr/CLEMENT%20Pascal/xml
LE CERGNE;42;la pose de volets roulants électriques à la salle communale;12164;5000;0,411048997;FOURNIER Bernard;Sénat;42;UMP;http://nossenateurs.fr/FOURNIER%20Bernard/xml
LE CHAMBLAC;27;travaux d'éclairage public à l'église;2676,71;1200;0,4483115466;PONIATOWSKI Ladislas;Sénat;27;UMP;http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
LE CHANGE;24;l'édification d'un columbarium et l'aménagement d'un jardin du souvenir;4487,11;2243;0,4998763124;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
LE CHASTANG;19;l'aménagement des rues de l'Auberge et de la Forge (1ère tranche);100000;5000;0,05;HOLLANDE François;Assemblée nationale;19;SRC;http://2007.nosdeputes.fr/HOLLANDE%20François/xml
LE CHATEL;73;la réfection des réseaux d'eaux usées et d'adduction d'eau potable dans le secteur du Ventour (tranche ferme);146157,75;20000;0,1368384502;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
LE CHAY;17;la construction d'une école primaire;164880,41;20000;0,121300038;QUENTIN Didier;Assemblée nationale;17;UMP;http://2007.nosdeputes.fr/QUENTIN%20Didier/xml
LE CHESNE;8;la restauration de la toiture de la nef de l'église Saint- Jacques;79580,9;8000;0,1005266339;0;Réserve ministérielle;;;
LE CLAON;55;la réhabilitation et la mise en accessibilité de la mairie;115434;6000;0,0519777535;DUMONT Jean-Louis;Assemblée nationale;55;SRC;http://2007.nosdeputes.fr/DUMONT%20Jean-Louis/xml
LE CONQUET;29;la restructuration du restaurant scolaire et de l'aménagement d'un self-service;54347,83;15000;0,2759999801;LAMOUR Marguerite;Assemblée nationale;29;UMP;http://2007.nosdeputes.fr/LAMOUR%20Marguerite/xml
LE COUDRAY;28;la pose d'une clôture autour de l'espace dédié aux jeux de plein air, rue du Stade;26925,75;10000;0,3713916975;CORNU Gérard;Sénat;28;UMP;http://nossenateurs.fr/CORNU%20Gérard/xml
LE CROCQ;60;l'acquisition d'un tracteur-tondeuse;19424,99;9000;0,4633207018;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
LE CROTOY;80;la construction d'étals destinés à la vente des poissons au port de pêche;216000;2000;0,0092592593;MATHON Gilbert;Assemblée nationale;80;SRC;http://2007.nosdeputes.fr/MATHON%20Gilbert/xml
LE CUING;31;la construction d'une nouvelle mairie;378209;10000;0,0264404073;AUBAN Bertrand;Sénat;31;SOC;http://nossenateurs.fr/AUBAN%20Bertrand/xml
LE DESERT;14;la restauration d'un pignon de l'église;13996,6;1400;0,1000242916;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
LE DONJON;3;l'édification d'un columbarium;11956,28;4000;0,3345522186;SCHURCH Mireille;Sénat;3;CRC;http://nossenateurs.fr/SCHURCH%20Mireille/xml
LE FALGOUX;15;la réhabilitation du foyer rural;461000;10000;0,021691974;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
