Geo Point;Geo Shape;crossing;@id;highway
50.6574025, 3.0454349;"{""type"": ""Point"", ""coordinates"": [3.0454349, 50.6574025]}";;node/240894443;crossing
50.7027398, 3.0930032;"{""type"": ""Point"", ""coordinates"": [3.0930032, 50.7027398]}";;node/251996979;crossing
50.5848339, 3.1037737;"{""type"": ""Point"", ""coordinates"": [3.1037737, 50.5848339]}";zebra;node/252407231;crossing
50.5826619, 3.0882949;"{""type"": ""Point"", ""coordinates"": [3.0882949, 50.5826619]}";;node/252407255;crossing
50.7024905, 3.0724347;"{""type"": ""Point"", ""coordinates"": [3.0724347, 50.7024905]}";;node/290782275;crossing
50.6356318, 3.0286661;"{""type"": ""Point"", ""coordinates"": [3.0286661, 50.6356318]}";zebra;node/294121829;crossing
50.6397776, 3.1546156;"{""type"": ""Point"", ""coordinates"": [3.1546156, 50.6397776]}";;node/297974439;crossing
50.6675389, 3.0430374;"{""type"": ""Point"", ""coordinates"": [3.0430374, 50.6675389]}";;node/306355887;crossing
50.6666276, 3.0434067;"{""type"": ""Point"", ""coordinates"": [3.0434067, 50.6666276]}";;node/306356175;crossing
50.7865649, 3.1271008;"{""type"": ""Point"", ""coordinates"": [3.1271008, 50.7865649]}";zebra;node/310344151;crossing
50.7828662, 3.0423175;"{""type"": ""Point"", ""coordinates"": [3.0423175, 50.7828662]}";;node/312693993;crossing
50.65729, 3.0089727;"{""type"": ""Point"", ""coordinates"": [3.0089727, 50.65729]}";;node/320990721;crossing
50.5840876, 2.8925527;"{""type"": ""Point"", ""coordinates"": [2.8925527, 50.5840876]}";;node/321652875;crossing
50.6787449, 3.1971748;"{""type"": ""Point"", ""coordinates"": [3.1971748, 50.6787449]}";;node/333228967;crossing
50.7917877, 3.0022729;"{""type"": ""Point"", ""coordinates"": [3.0022729, 50.7917877]}";;node/338865325;crossing
50.6488602, 3.0200485;"{""type"": ""Point"", ""coordinates"": [3.0200485, 50.6488602]}";zebra;node/344842076;crossing
50.6447733, 3.1480796;"{""type"": ""Point"", ""coordinates"": [3.1480796, 50.6447733]}";;node/355580742;crossing
50.6371304, 3.0614492;"{""type"": ""Point"", ""coordinates"": [3.0614492, 50.6371304]}";uncontrolled;node/362384893;crossing
50.6250811, 3.1528144;"{""type"": ""Point"", ""coordinates"": [3.1528144, 50.6250811]}";;node/368027266;crossing
50.6395903, 3.1491123;"{""type"": ""Point"", ""coordinates"": [3.1491123, 50.6395903]}";;node/369048925;crossing
50.6281023, 3.1335328;"{""type"": ""Point"", ""coordinates"": [3.1335328, 50.6281023]}";;node/369049848;crossing
50.5842443, 2.8878487;"{""type"": ""Point"", ""coordinates"": [2.8878487, 50.5842443]}";;node/386135533;crossing
50.626546, 3.1067796;"{""type"": ""Point"", ""coordinates"": [3.1067796, 50.626546]}";;node/387293053;crossing
50.6388932, 3.0172462;"{""type"": ""Point"", ""coordinates"": [3.0172462, 50.6388932]}";zebra;node/389426935;crossing
50.5828853, 3.0881146;"{""type"": ""Point"", ""coordinates"": [3.0881146, 50.5828853]}";;node/394836084;crossing
50.5783606, 3.1883771;"{""type"": ""Point"", ""coordinates"": [3.1883771, 50.5783606]}";uncontrolled;node/404396214;crossing
50.5785104, 3.1875756;"{""type"": ""Point"", ""coordinates"": [3.1875756, 50.5785104]}";uncontrolled;node/405092458;crossing
50.5786241, 3.1874504;"{""type"": ""Point"", ""coordinates"": [3.1874504, 50.5786241]}";uncontrolled;node/405092464;crossing
50.6352283, 3.1141789;"{""type"": ""Point"", ""coordinates"": [3.1141789, 50.6352283]}";;node/413929884;crossing
50.6005789, 3.148991;"{""type"": ""Point"", ""coordinates"": [3.148991, 50.6005789]}";;node/416644135;crossing
50.6004167, 3.1490492;"{""type"": ""Point"", ""coordinates"": [3.1490492, 50.6004167]}";;node/416644138;crossing
50.6008654, 3.1500633;"{""type"": ""Point"", ""coordinates"": [3.1500633, 50.6008654]}";;node/416644181;crossing
50.6275131, 3.05668;"{""type"": ""Point"", ""coordinates"": [3.05668, 50.6275131]}";zebra;node/469309922;crossing
50.6318171, 3.032327;"{""type"": ""Point"", ""coordinates"": [3.032327, 50.6318171]}";;node/472379192;crossing
50.6173493, 3.1334813;"{""type"": ""Point"", ""coordinates"": [3.1334813, 50.6173493]}";;node/477552554;crossing
50.6540512, 3.0709342;"{""type"": ""Point"", ""coordinates"": [3.0709342, 50.6540512]}";;node/486603892;crossing
50.6007251, 3.1475415;"{""type"": ""Point"", ""coordinates"": [3.1475415, 50.6007251]}";;node/490312734;crossing
50.6187438, 3.0765172;"{""type"": ""Point"", ""coordinates"": [3.0765172, 50.6187438]}";;node/491355161;crossing
50.6353566, 3.1883398;"{""type"": ""Point"", ""coordinates"": [3.1883398, 50.6353566]}";;node/493970579;crossing
50.6191629, 3.0440764;"{""type"": ""Point"", ""coordinates"": [3.0440764, 50.6191629]}";zebra;node/494053216;crossing
50.6221488, 3.0451048;"{""type"": ""Point"", ""coordinates"": [3.0451048, 50.6221488]}";zebra;node/494053284;crossing
50.6790595, 3.1789149;"{""type"": ""Point"", ""coordinates"": [3.1789149, 50.6790595]}";;node/506760822;crossing
50.6349946, 2.9382957;"{""type"": ""Point"", ""coordinates"": [2.9382957, 50.6349946]}";;node/506855778;crossing
50.6169777, 3.1097785;"{""type"": ""Point"", ""coordinates"": [3.1097785, 50.6169777]}";;node/508306864;crossing
50.7573014, 3.222157;"{""type"": ""Point"", ""coordinates"": [3.222157, 50.7573014]}";;node/519823637;crossing
50.6866276, 2.8943863;"{""type"": ""Point"", ""coordinates"": [2.8943863, 50.6866276]}";;node/520584111;crossing
50.747268, 3.2334878;"{""type"": ""Point"", ""coordinates"": [3.2334878, 50.747268]}";;node/525403862;crossing
50.6363257, 3.0608967;"{""type"": ""Point"", ""coordinates"": [3.0608967, 50.6363257]}";uncontrolled;node/529679465;crossing
50.7492449, 3.2224114;"{""type"": ""Point"", ""coordinates"": [3.2224114, 50.7492449]}";;node/529854824;crossing
50.5845972, 3.1029168;"{""type"": ""Point"", ""coordinates"": [3.1029168, 50.5845972]}";zebra;node/532712473;crossing
50.5876452, 3.1028954;"{""type"": ""Point"", ""coordinates"": [3.1028954, 50.5876452]}";;node/532712634;crossing
50.6102978, 3.0649667;"{""type"": ""Point"", ""coordinates"": [3.0649667, 50.6102978]}";;node/533976675;crossing
50.6088061, 3.0433776;"{""type"": ""Point"", ""coordinates"": [3.0433776, 50.6088061]}";;node/534354455;crossing
50.7890525, 3.1285959;"{""type"": ""Point"", ""coordinates"": [3.1285959, 50.7890525]}";zebra;node/582543866;crossing
50.5754383, 3.0786179;"{""type"": ""Point"", ""coordinates"": [3.0786179, 50.5754383]}";;node/649309442;crossing
50.7101035, 3.2323226;"{""type"": ""Point"", ""coordinates"": [3.2323226, 50.7101035]}";;node/653146174;crossing
50.6726103, 3.0938948;"{""type"": ""Point"", ""coordinates"": [3.0938948, 50.6726103]}";;node/660657380;crossing
50.750424, 3.1881007;"{""type"": ""Point"", ""coordinates"": [3.1881007, 50.750424]}";;node/662518082;crossing
50.6529518, 2.9809635;"{""type"": ""Point"", ""coordinates"": [2.9809635, 50.6529518]}";uncontrolled;node/663249050;crossing
50.6732947, 3.086719;"{""type"": ""Point"", ""coordinates"": [3.086719, 50.6732947]}";zebra;node/664609097;crossing
50.6736024, 3.0879448;"{""type"": ""Point"", ""coordinates"": [3.0879448, 50.6736024]}";zebra;node/664609117;crossing
50.7621493, 3.0115473;"{""type"": ""Point"", ""coordinates"": [3.0115473, 50.7621493]}";zebra;node/664836710;crossing
50.6083553, 2.9837567;"{""type"": ""Point"", ""coordinates"": [2.9837567, 50.6083553]}";;node/667129881;crossing
50.5488867, 2.9197557;"{""type"": ""Point"", ""coordinates"": [2.9197557, 50.5488867]}";;node/685959327;crossing
50.7260482, 3.2314433;"{""type"": ""Point"", ""coordinates"": [3.2314433, 50.7260482]}";;node/702530786;crossing
50.6997549, 3.1388272;"{""type"": ""Point"", ""coordinates"": [3.1388272, 50.6997549]}";;node/708659743;crossing
50.6116475, 2.9872184;"{""type"": ""Point"", ""coordinates"": [2.9872184, 50.6116475]}";;node/710545125;crossing
50.7402663, 3.256521;"{""type"": ""Point"", ""coordinates"": [3.256521, 50.7402663]}";;node/713287698;crossing
50.704032, 3.0903634;"{""type"": ""Point"", ""coordinates"": [3.0903634, 50.704032]}";;node/720923357;crossing
50.653192, 3.0691635;"{""type"": ""Point"", ""coordinates"": [3.0691635, 50.653192]}";zebra;node/722501939;crossing
50.6126975, 2.9725404;"{""type"": ""Point"", ""coordinates"": [2.9725404, 50.6126975]}";;node/725569501;crossing
50.7699224, 3.0834316;"{""type"": ""Point"", ""coordinates"": [3.0834316, 50.7699224]}";zebra;node/729637801;crossing
50.7687908, 3.0825125;"{""type"": ""Point"", ""coordinates"": [3.0825125, 50.7687908]}";zebra;node/729650646;crossing
50.769307, 3.0828464;"{""type"": ""Point"", ""coordinates"": [3.0828464, 50.769307]}";zebra;node/729650824;crossing
50.7393899, 3.0798071;"{""type"": ""Point"", ""coordinates"": [3.0798071, 50.7393899]}";;node/739420019;crossing
50.7394673, 3.082296;"{""type"": ""Point"", ""coordinates"": [3.082296, 50.7394673]}";;node/739420139;crossing
50.7383125, 3.0838841;"{""type"": ""Point"", ""coordinates"": [3.0838841, 50.7383125]}";;node/740703377;crossing
50.7433087, 3.1300111;"{""type"": ""Point"", ""coordinates"": [3.1300111, 50.7433087]}";;node/762084716;crossing
50.6106818, 3.0327338;"{""type"": ""Point"", ""coordinates"": [3.0327338, 50.6106818]}";zebra;node/769141276;crossing
50.6129639, 3.0350682;"{""type"": ""Point"", ""coordinates"": [3.0350682, 50.6129639]}";;node/769141288;crossing
50.6105657, 3.0325837;"{""type"": ""Point"", ""coordinates"": [3.0325837, 50.6105657]}";zebra;node/769141291;crossing
50.6458661, 3.0241207;"{""type"": ""Point"", ""coordinates"": [3.0241207, 50.6458661]}";zebra;node/802013951;crossing
50.6459459, 3.0238232;"{""type"": ""Point"", ""coordinates"": [3.0238232, 50.6459459]}";zebra;node/802014015;crossing
50.6114152, 3.0419213;"{""type"": ""Point"", ""coordinates"": [3.0419213, 50.6114152]}";;node/825067102;crossing
50.6435269, 3.0720322;"{""type"": ""Point"", ""coordinates"": [3.0720322, 50.6435269]}";;node/833383661;crossing
50.6701711, 3.1295035;"{""type"": ""Point"", ""coordinates"": [3.1295035, 50.6701711]}";;node/848411040;crossing
50.660445, 3.0479263;"{""type"": ""Point"", ""coordinates"": [3.0479263, 50.660445]}";;node/898977786;crossing
50.6589776, 3.0463812;"{""type"": ""Point"", ""coordinates"": [3.0463812, 50.6589776]}";;node/899271504;crossing
50.6258737, 3.0459104;"{""type"": ""Point"", ""coordinates"": [3.0459104, 50.6258737]}";;node/921519995;crossing
50.6255959, 3.0454749;"{""type"": ""Point"", ""coordinates"": [3.0454749, 50.6255959]}";;node/921520006;crossing
50.7146747, 3.1585967;"{""type"": ""Point"", ""coordinates"": [3.1585967, 50.7146747]}";uncontrolled;node/934919739;crossing
50.7083124, 3.1596133;"{""type"": ""Point"", ""coordinates"": [3.1596133, 50.7083124]}";uncontrolled;node/934919746;crossing
50.6855071, 2.8820723;"{""type"": ""Point"", ""coordinates"": [2.8820723, 50.6855071]}";;node/935245328;crossing
50.6885902, 2.8822997;"{""type"": ""Point"", ""coordinates"": [2.8822997, 50.6885902]}";;node/935245356;crossing
50.6885463, 2.8825362;"{""type"": ""Point"", ""coordinates"": [2.8825362, 50.6885463]}";;node/935245366;crossing
50.6906817, 2.8860238;"{""type"": ""Point"", ""coordinates"": [2.8860238, 50.6906817]}";;node/935245402;crossing
50.7047981, 2.8851065;"{""type"": ""Point"", ""coordinates"": [2.8851065, 50.7047981]}";;node/937152412;crossing
50.6941826, 2.8872592;"{""type"": ""Point"", ""coordinates"": [2.8872592, 50.6941826]}";;node/937152433;crossing
50.6947989, 2.8874026;"{""type"": ""Point"", ""coordinates"": [2.8874026, 50.6947989]}";;node/937152525;crossing
50.7058342, 2.8841963;"{""type"": ""Point"", ""coordinates"": [2.8841963, 50.7058342]}";;node/937575682;crossing
50.6361085, 3.0501833;"{""type"": ""Point"", ""coordinates"": [3.0501833, 50.6361085]}";zebra;node/3655567778;crossing
50.6434202, 3.0772499;"{""type"": ""Point"", ""coordinates"": [3.0772499, 50.6434202]}";zebra;node/3655588842;crossing
50.642578, 3.0769801;"{""type"": ""Point"", ""coordinates"": [3.0769801, 50.642578]}";zebra;node/3655588863;crossing
50.6416714, 3.0767806;"{""type"": ""Point"", ""coordinates"": [3.0767806, 50.6416714]}";zebra;node/3655588864;crossing
50.6416193, 3.0766406;"{""type"": ""Point"", ""coordinates"": [3.0766406, 50.6416193]}";zebra;node/3655588865;crossing
50.6390894, 3.0764441;"{""type"": ""Point"", ""coordinates"": [3.0764441, 50.6390894]}";zebra;node/3655588873;crossing
50.6314781, 3.0598539;"{""type"": ""Point"", ""coordinates"": [3.0598539, 50.6314781]}";zebra;node/3655588886;crossing
50.670944, 3.1444212;"{""type"": ""Point"", ""coordinates"": [3.1444212, 50.670944]}";zebra;node/3660896557;crossing
50.6764369, 3.1386383;"{""type"": ""Point"", ""coordinates"": [3.1386383, 50.6764369]}";zebra;node/3660896572;crossing
50.6773288, 3.1365997;"{""type"": ""Point"", ""coordinates"": [3.1365997, 50.6773288]}";zebra;node/3660896575;crossing
50.6314252, 3.0716585;"{""type"": ""Point"", ""coordinates"": [3.0716585, 50.6314252]}";zebra;node/3660938424;crossing
50.6314656, 3.064784;"{""type"": ""Point"", ""coordinates"": [3.064784, 50.6314656]}";zebra;node/3660944334;crossing
50.6283812, 3.0689136;"{""type"": ""Point"", ""coordinates"": [3.0689136, 50.6283812]}";zebra;node/3660944349;crossing
50.6137636, 3.0147939;"{""type"": ""Point"", ""coordinates"": [3.0147939, 50.6137636]}";zebra;node/3660975132;crossing
50.6148778, 3.0143841;"{""type"": ""Point"", ""coordinates"": [3.0143841, 50.6148778]}";zebra;node/3660975138;crossing
50.6151371, 3.0169876;"{""type"": ""Point"", ""coordinates"": [3.0169876, 50.6151371]}";zebra;node/3660975139;crossing
50.6152547, 3.0182545;"{""type"": ""Point"", ""coordinates"": [3.0182545, 50.6152547]}";zebra;node/3660975143;crossing
50.6160986, 3.0251528;"{""type"": ""Point"", ""coordinates"": [3.0251528, 50.6160986]}";zebra;node/3660975179;crossing
50.6178231, 3.0283842;"{""type"": ""Point"", ""coordinates"": [3.0283842, 50.6178231]}";zebra;node/3660975216;crossing
50.6201096, 3.0224969;"{""type"": ""Point"", ""coordinates"": [3.0224969, 50.6201096]}";zebra;node/3660975250;crossing
50.6448023, 3.0754483;"{""type"": ""Point"", ""coordinates"": [3.0754483, 50.6448023]}";zebra;node/3667211676;crossing
50.6448037, 3.0761438;"{""type"": ""Point"", ""coordinates"": [3.0761438, 50.6448037]}";zebra;node/3667211678;crossing
50.6447286, 3.0753412;"{""type"": ""Point"", ""coordinates"": [3.0753412, 50.6447286]}";zebra;node/3667211679;crossing
50.6440582, 3.0754276;"{""type"": ""Point"", ""coordinates"": [3.0754276, 50.6440582]}";zebra;node/3667211683;crossing
50.6150687, 3.002582;"{""type"": ""Point"", ""coordinates"": [3.002582, 50.6150687]}";zebra;node/3667394109;crossing
50.618406, 3.0116836;"{""type"": ""Point"", ""coordinates"": [3.0116836, 50.618406]}";zebra;node/3667394112;crossing
50.6190077, 3.017121;"{""type"": ""Point"", ""coordinates"": [3.017121, 50.6190077]}";zebra;node/3667394269;crossing
50.6186336, 3.0165498;"{""type"": ""Point"", ""coordinates"": [3.0165498, 50.6186336]}";zebra;node/3667394272;crossing
50.5842361, 3.0971486;"{""type"": ""Point"", ""coordinates"": [3.0971486, 50.5842361]}";zebra;node/3673639268;crossing
50.6229806, 3.058325;"{""type"": ""Point"", ""coordinates"": [3.058325, 50.6229806]}";zebra;node/3673873330;crossing
50.6228856, 3.0580623;"{""type"": ""Point"", ""coordinates"": [3.0580623, 50.6228856]}";zebra;node/3673873331;crossing
50.6286399, 3.0647354;"{""type"": ""Point"", ""coordinates"": [3.0647354, 50.6286399]}";zebra;node/3673873335;crossing
50.628754, 3.0649171;"{""type"": ""Point"", ""coordinates"": [3.0649171, 50.628754]}";zebra;node/3673873338;crossing
50.6277019, 3.0646476;"{""type"": ""Point"", ""coordinates"": [3.0646476, 50.6277019]}";zebra;node/3673873342;crossing
50.6270824, 3.0664224;"{""type"": ""Point"", ""coordinates"": [3.0664224, 50.6270824]}";zebra;node/3673873351;crossing
50.6270248, 3.0665108;"{""type"": ""Point"", ""coordinates"": [3.0665108, 50.6270248]}";zebra;node/3673873353;crossing
50.6335741, 3.0584025;"{""type"": ""Point"", ""coordinates"": [3.0584025, 50.6335741]}";zebra;node/3673873358;crossing
50.6336745, 3.0582217;"{""type"": ""Point"", ""coordinates"": [3.0582217, 50.6336745]}";zebra;node/3673873359;crossing
50.6362796, 3.0536974;"{""type"": ""Point"", ""coordinates"": [3.0536974, 50.6362796]}";zebra;node/3673873365;crossing
50.6275943, 2.9839119;"{""type"": ""Point"", ""coordinates"": [2.9839119, 50.6275943]}";zebra;node/3673956153;crossing
50.6252937, 2.981705;"{""type"": ""Point"", ""coordinates"": [2.981705, 50.6252937]}";zebra;node/3673956165;crossing
50.624939, 2.9829583;"{""type"": ""Point"", ""coordinates"": [2.9829583, 50.624939]}";zebra;node/3673956168;crossing
50.6315873, 2.9653895;"{""type"": ""Point"", ""coordinates"": [2.9653895, 50.6315873]}";zebra;node/3673956210;crossing
50.6357487, 2.9658855;"{""type"": ""Point"", ""coordinates"": [2.9658855, 50.6357487]}";zebra;node/3673956211;crossing
50.6385592, 2.9909776;"{""type"": ""Point"", ""coordinates"": [2.9909776, 50.6385592]}";zebra;node/3673956217;crossing
50.6677791, 3.0855538;"{""type"": ""Point"", ""coordinates"": [3.0855538, 50.6677791]}";zebra;node/3674742880;crossing
50.6734438, 3.0911701;"{""type"": ""Point"", ""coordinates"": [3.0911701, 50.6734438]}";zebra;node/3674742897;crossing
50.6648197, 3.0858068;"{""type"": ""Point"", ""coordinates"": [3.0858068, 50.6648197]}";zebra;node/3674742913;crossing
50.6677867, 3.0763364;"{""type"": ""Point"", ""coordinates"": [3.0763364, 50.6677867]}";zebra;node/3674743341;crossing
50.6646244, 3.0825352;"{""type"": ""Point"", ""coordinates"": [3.0825352, 50.6646244]}";zebra;node/3674743342;crossing
50.6643828, 3.0755859;"{""type"": ""Point"", ""coordinates"": [3.0755859, 50.6643828]}";zebra;node/3674743347;crossing
50.6770973, 3.0882692;"{""type"": ""Point"", ""coordinates"": [3.0882692, 50.6770973]}";zebra;node/3674743420;crossing
50.6771273, 3.0884171;"{""type"": ""Point"", ""coordinates"": [3.0884171, 50.6771273]}";zebra;node/3674743421;crossing
50.6685431, 3.074764;"{""type"": ""Point"", ""coordinates"": [3.074764, 50.6685431]}";zebra;node/3674758433;crossing
50.6667226, 3.0763915;"{""type"": ""Point"", ""coordinates"": [3.0763915, 50.6667226]}";zebra;node/3674758459;crossing
50.7734446, 3.010378;"{""type"": ""Point"", ""coordinates"": [3.010378, 50.7734446]}";zebra;node/3683101411;crossing
50.6233951, 3.0273781;"{""type"": ""Point"", ""coordinates"": [3.0273781, 50.6233951]}";;node/3711963832;crossing
50.6234542, 3.026814;"{""type"": ""Point"", ""coordinates"": [3.026814, 50.6234542]}";;node/3711963837;crossing
50.6236876, 3.0266628;"{""type"": ""Point"", ""coordinates"": [3.0266628, 50.6236876]}";;node/3711963847;crossing
50.6238288, 3.027606;"{""type"": ""Point"", ""coordinates"": [3.027606, 50.6238288]}";;node/3711963852;crossing
50.7037879, 3.0836416;"{""type"": ""Point"", ""coordinates"": [3.0836416, 50.7037879]}";zebra;node/3713249278;crossing
50.7038873, 3.0831443;"{""type"": ""Point"", ""coordinates"": [3.0831443, 50.7038873]}";zebra;node/3713249294;crossing
50.7153498, 3.1707287;"{""type"": ""Point"", ""coordinates"": [3.1707287, 50.7153498]}";;node/3729654346;crossing
50.7134472, 3.1685052;"{""type"": ""Point"", ""coordinates"": [3.1685052, 50.7134472]}";;node/3729654354;crossing
50.7146198, 3.1699464;"{""type"": ""Point"", ""coordinates"": [3.1699464, 50.7146198]}";;node/3729654364;crossing
50.6185488, 3.0507003;"{""type"": ""Point"", ""coordinates"": [3.0507003, 50.6185488]}";zebra;node/3755821232;crossing
50.6187851, 3.0494552;"{""type"": ""Point"", ""coordinates"": [3.0494552, 50.6187851]}";zebra;node/3755821236;crossing
50.6021694, 3.0358576;"{""type"": ""Point"", ""coordinates"": [3.0358576, 50.6021694]}";;node/3755904018;crossing
50.7893726, 3.152707;"{""type"": ""Point"", ""coordinates"": [3.152707, 50.7893726]}";;node/3759952500;crossing
50.7859132, 3.1622641;"{""type"": ""Point"", ""coordinates"": [3.1622641, 50.7859132]}";;node/3759970208;crossing
50.7815471, 3.1655341;"{""type"": ""Point"", ""coordinates"": [3.1655341, 50.7815471]}";;node/3760010268;crossing
50.6327676, 3.0798346;"{""type"": ""Point"", ""coordinates"": [3.0798346, 50.6327676]}";zebra;node/3783098924;crossing
50.6328059, 3.0799012;"{""type"": ""Point"", ""coordinates"": [3.0799012, 50.6328059]}";zebra;node/3783098925;crossing
50.6205737, 3.0658017;"{""type"": ""Point"", ""coordinates"": [3.0658017, 50.6205737]}";zebra;node/3783145243;crossing
50.6215963, 3.0665838;"{""type"": ""Point"", ""coordinates"": [3.0665838, 50.6215963]}";zebra;node/3783145248;crossing
50.6243016, 3.0629255;"{""type"": ""Point"", ""coordinates"": [3.0629255, 50.6243016]}";zebra;node/3783180997;crossing
50.6242374, 3.0628352;"{""type"": ""Point"", ""coordinates"": [3.0628352, 50.6242374]}";zebra;node/3783180999;crossing
50.6221747, 3.0491449;"{""type"": ""Point"", ""coordinates"": [3.0491449, 50.6221747]}";zebra;node/3783181017;crossing
50.6210554, 3.0466412;"{""type"": ""Point"", ""coordinates"": [3.0466412, 50.6210554]}";zebra;node/3783181055;crossing
50.6218771, 3.0459673;"{""type"": ""Point"", ""coordinates"": [3.0459673, 50.6218771]}";zebra;node/3783181957;crossing
50.6225834, 3.0445324;"{""type"": ""Point"", ""coordinates"": [3.0445324, 50.6225834]}";zebra;node/3783181958;crossing
50.6228952, 3.0441373;"{""type"": ""Point"", ""coordinates"": [3.0441373, 50.6228952]}";zebra;node/3783181966;crossing
50.6239165, 3.0430667;"{""type"": ""Point"", ""coordinates"": [3.0430667, 50.6239165]}";zebra;node/3783181970;crossing
50.6251724, 3.0390814;"{""type"": ""Point"", ""coordinates"": [3.0390814, 50.6251724]}";zebra;node/3783181973;crossing
50.6250756, 3.0391144;"{""type"": ""Point"", ""coordinates"": [3.0391144, 50.6250756]}";zebra;node/3783181975;crossing
50.6246565, 3.0388578;"{""type"": ""Point"", ""coordinates"": [3.0388578, 50.6246565]}";zebra;node/3783181982;crossing
50.6243253, 3.0402581;"{""type"": ""Point"", ""coordinates"": [3.0402581, 50.6243253]}";zebra;node/3783181983;crossing
50.6233652, 3.0372333;"{""type"": ""Point"", ""coordinates"": [3.0372333, 50.6233652]}";zebra;node/3783181988;crossing
50.6258061, 3.0377912;"{""type"": ""Point"", ""coordinates"": [3.0377912, 50.6258061]}";zebra;node/3783181989;crossing
50.7639895, 3.2200769;"{""type"": ""Point"", ""coordinates"": [3.2200769, 50.7639895]}";;node/3821820774;crossing
50.6158281, 3.1176636;"{""type"": ""Point"", ""coordinates"": [3.1176636, 50.6158281]}";;node/3833863710;crossing
50.7604842, 3.2194479;"{""type"": ""Point"", ""coordinates"": [3.2194479, 50.7604842]}";;node/3835701759;crossing
50.6996969, 3.1379853;"{""type"": ""Point"", ""coordinates"": [3.1379853, 50.6996969]}";;node/3838678370;crossing
50.7001312, 3.1372285;"{""type"": ""Point"", ""coordinates"": [3.1372285, 50.7001312]}";;node/3838678375;crossing
50.6991387, 3.1383751;"{""type"": ""Point"", ""coordinates"": [3.1383751, 50.6991387]}";;node/3867235001;crossing
50.6992843, 3.1387156;"{""type"": ""Point"", ""coordinates"": [3.1387156, 50.6992843]}";;node/3867235006;crossing
50.7406057, 3.2576275;"{""type"": ""Point"", ""coordinates"": [3.2576275, 50.7406057]}";;node/3891985690;crossing
50.7958342, 3.110917;"{""type"": ""Point"", ""coordinates"": [3.110917, 50.7958342]}";;node/3905270058;crossing
50.6661066, 3.1010283;"{""type"": ""Point"", ""coordinates"": [3.1010283, 50.6661066]}";traffic_signals;node/3920538163;crossing
50.8000214, 3.1886497;"{""type"": ""Point"", ""coordinates"": [3.1886497, 50.8000214]}";;node/3927731838;crossing
50.6308129, 3.065653;"{""type"": ""Point"", ""coordinates"": [3.065653, 50.6308129]}";;node/2859144329;crossing
50.5928386, 3.1122235;"{""type"": ""Point"", ""coordinates"": [3.1122235, 50.5928386]}";;node/2873487965;crossing
50.5935179, 3.0779124;"{""type"": ""Point"", ""coordinates"": [3.0779124, 50.5935179]}";;node/2873487975;crossing
50.5936962, 3.0770725;"{""type"": ""Point"", ""coordinates"": [3.0770725, 50.5936962]}";;node/2873487977;crossing
50.6056718, 3.0933221;"{""type"": ""Point"", ""coordinates"": [3.0933221, 50.6056718]}";;node/2873489707;crossing
50.6070305, 3.0913663;"{""type"": ""Point"", ""coordinates"": [3.0913663, 50.6070305]}";;node/2873489711;crossing
50.5876348, 3.0435291;"{""type"": ""Point"", ""coordinates"": [3.0435291, 50.5876348]}";zebra;node/2876338624;crossing
50.5903324, 3.0464341;"{""type"": ""Point"", ""coordinates"": [3.0464341, 50.5903324]}";;node/2876463136;crossing
50.6354383, 3.0468692;"{""type"": ""Point"", ""coordinates"": [3.0468692, 50.6354383]}";;node/2876827435;crossing
50.6317446, 3.0661715;"{""type"": ""Point"", ""coordinates"": [3.0661715, 50.6317446]}";;node/2877765649;crossing
50.6319099, 3.0682824;"{""type"": ""Point"", ""coordinates"": [3.0682824, 50.6319099]}";;node/2877765650;crossing
50.6321436, 3.0682309;"{""type"": ""Point"", ""coordinates"": [3.0682309, 50.6321436]}";;node/2877765653;crossing
50.6176845, 3.0587487;"{""type"": ""Point"", ""coordinates"": [3.0587487, 50.6176845]}";;node/2880542164;crossing
50.6178714, 3.0592879;"{""type"": ""Point"", ""coordinates"": [3.0592879, 50.6178714]}";;node/2880542167;crossing
50.6180771, 3.0582054;"{""type"": ""Point"", ""coordinates"": [3.0582054, 50.6180771]}";zebra;node/2880542171;crossing
50.6181751, 3.0611968;"{""type"": ""Point"", ""coordinates"": [3.0611968, 50.6181751]}";;node/2880542173;crossing
50.619459, 3.0595796;"{""type"": ""Point"", ""coordinates"": [3.0595796, 50.619459]}";zebra;node/2880542186;crossing
50.6195095, 3.0646157;"{""type"": ""Point"", ""coordinates"": [3.0646157, 50.6195095]}";;node/2880542189;crossing
50.6200226, 3.0638622;"{""type"": ""Point"", ""coordinates"": [3.0638622, 50.6200226]}";;node/2880542326;crossing
50.620046, 3.0637146;"{""type"": ""Point"", ""coordinates"": [3.0637146, 50.620046]}";;node/2880542327;crossing
50.5777314, 3.0779867;"{""type"": ""Point"", ""coordinates"": [3.0779867, 50.5777314]}";;node/2882449599;crossing
50.5777869, 3.0778648;"{""type"": ""Point"", ""coordinates"": [3.0778648, 50.5777869]}";;node/2882449704;crossing
50.5999273, 2.996396;"{""type"": ""Point"", ""coordinates"": [2.996396, 50.5999273]}";;node/2883027268;crossing
50.5788716, 2.9806796;"{""type"": ""Point"", ""coordinates"": [2.9806796, 50.5788716]}";;node/2883308648;crossing
50.5381994, 2.9576169;"{""type"": ""Point"", ""coordinates"": [2.9576169, 50.5381994]}";;node/2884174670;crossing
50.5425669, 2.9790506;"{""type"": ""Point"", ""coordinates"": [2.9790506, 50.5425669]}";;node/2884174696;crossing
