Geo Point;Geo Shape;crossing;@id;highway
50.5997724, 3.0683541;"{""type"": ""Point"", ""coordinates"": [3.0683541, 50.5997724]}";;node/2402550980;crossing
50.5999575, 3.068554;"{""type"": ""Point"", ""coordinates"": [3.068554, 50.5999575]}";;node/2402550982;crossing
50.6059361, 3.064785;"{""type"": ""Point"", ""coordinates"": [3.064785, 50.6059361]}";;node/2402550999;crossing
50.6065771, 3.0630428;"{""type"": ""Point"", ""coordinates"": [3.0630428, 50.6065771]}";;node/2402551007;crossing
50.6071829, 3.0654677;"{""type"": ""Point"", ""coordinates"": [3.0654677, 50.6071829]}";;node/2402551023;crossing
50.6104131, 3.0453503;"{""type"": ""Point"", ""coordinates"": [3.0453503, 50.6104131]}";;node/2402551139;crossing
50.6105629, 3.0648618;"{""type"": ""Point"", ""coordinates"": [3.0648618, 50.6105629]}";;node/2402551145;crossing
50.610634, 3.0649857;"{""type"": ""Point"", ""coordinates"": [3.0649857, 50.610634]}";;node/2402551158;crossing
50.6110228, 3.0457359;"{""type"": ""Point"", ""coordinates"": [3.0457359, 50.6110228]}";;node/2402551174;crossing
50.6134635, 3.0180497;"{""type"": ""Point"", ""coordinates"": [3.0180497, 50.6134635]}";;node/2402551227;crossing
50.6232562, 3.0372499;"{""type"": ""Point"", ""coordinates"": [3.0372499, 50.6232562]}";;node/2402551284;crossing
50.6243337, 3.0612837;"{""type"": ""Point"", ""coordinates"": [3.0612837, 50.6243337]}";zebra;node/2402551321;crossing
50.6249782, 3.0612956;"{""type"": ""Point"", ""coordinates"": [3.0612956, 50.6249782]}";zebra;node/2402551328;crossing
50.6250199, 3.0613941;"{""type"": ""Point"", ""coordinates"": [3.0613941, 50.6250199]}";zebra;node/2402551339;crossing
50.6250782, 3.0612941;"{""type"": ""Point"", ""coordinates"": [3.0612941, 50.6250782]}";zebra;node/2402551344;crossing
50.6361512, 3.0913537;"{""type"": ""Point"", ""coordinates"": [3.0913537, 50.6361512]}";zebra;node/2402551459;crossing
50.63703, 3.0906646;"{""type"": ""Point"", ""coordinates"": [3.0906646, 50.63703]}";zebra;node/2402551479;crossing
50.66484, 3.1431107;"{""type"": ""Point"", ""coordinates"": [3.1431107, 50.66484]}";;node/2402551541;crossing
50.6651705, 3.1424929;"{""type"": ""Point"", ""coordinates"": [3.1424929, 50.6651705]}";;node/2402551547;crossing
50.6657616, 3.1411297;"{""type"": ""Point"", ""coordinates"": [3.1411297, 50.6657616]}";;node/2402551564;crossing
50.6661677, 3.1371244;"{""type"": ""Point"", ""coordinates"": [3.1371244, 50.6661677]}";;node/2402551572;crossing
50.6661915, 3.1415788;"{""type"": ""Point"", ""coordinates"": [3.1415788, 50.6661915]}";;node/2402551577;crossing
50.667043, 3.1376387;"{""type"": ""Point"", ""coordinates"": [3.1376387, 50.667043]}";;node/2402551607;crossing
50.6672987, 3.0714751;"{""type"": ""Point"", ""coordinates"": [3.0714751, 50.6672987]}";;node/2402551634;crossing
50.6676975, 3.1417156;"{""type"": ""Point"", ""coordinates"": [3.1417156, 50.6676975]}";;node/2402551668;crossing
50.6689422, 3.0719055;"{""type"": ""Point"", ""coordinates"": [3.0719055, 50.6689422]}";;node/2402551684;crossing
50.5873316, 3.1026255;"{""type"": ""Point"", ""coordinates"": [3.1026255, 50.5873316]}";;node/2403343178;crossing
50.5884081, 3.1000921;"{""type"": ""Point"", ""coordinates"": [3.1000921, 50.5884081]}";;node/2403343196;crossing
50.6357289, 3.1886079;"{""type"": ""Point"", ""coordinates"": [3.1886079, 50.6357289]}";;node/2403343235;crossing
50.7260769, 3.1461376;"{""type"": ""Point"", ""coordinates"": [3.1461376, 50.7260769]}";;node/2403397093;crossing
50.6108211, 3.0197796;"{""type"": ""Point"", ""coordinates"": [3.0197796, 50.6108211]}";;node/2403650166;crossing
50.6109014, 3.019784;"{""type"": ""Point"", ""coordinates"": [3.019784, 50.6109014]}";;node/2403650168;crossing
50.6121639, 3.0301099;"{""type"": ""Point"", ""coordinates"": [3.0301099, 50.6121639]}";;node/2403650182;crossing
50.6130171, 3.0337371;"{""type"": ""Point"", ""coordinates"": [3.0337371, 50.6130171]}";zebra;node/2403650228;crossing
50.6511365, 3.003738;"{""type"": ""Point"", ""coordinates"": [3.003738, 50.6511365]}";zebra;node/2403667414;crossing
50.5756212, 3.0127196;"{""type"": ""Point"", ""coordinates"": [3.0127196, 50.5756212]}";;node/2433570516;crossing
50.5762893, 3.0149359;"{""type"": ""Point"", ""coordinates"": [3.0149359, 50.5762893]}";;node/2433570522;crossing
50.6264929, 3.0998852;"{""type"": ""Point"", ""coordinates"": [3.0998852, 50.6264929]}";;node/2356598347;crossing
50.6278162, 3.0979654;"{""type"": ""Point"", ""coordinates"": [3.0979654, 50.6278162]}";;node/2356598372;crossing
50.5368017, 2.9522345;"{""type"": ""Point"", ""coordinates"": [2.9522345, 50.5368017]}";;node/2364875642;crossing
50.6186776, 3.0334253;"{""type"": ""Point"", ""coordinates"": [3.0334253, 50.6186776]}";zebra;node/2369446498;crossing
50.619034, 3.0337483;"{""type"": ""Point"", ""coordinates"": [3.0337483, 50.619034]}";zebra;node/2369446506;crossing
50.6097888, 2.9757401;"{""type"": ""Point"", ""coordinates"": [2.9757401, 50.6097888]}";;node/2371140712;crossing
50.6027658, 3.0692147;"{""type"": ""Point"", ""coordinates"": [3.0692147, 50.6027658]}";;node/2371199482;crossing
50.6028097, 3.0691223;"{""type"": ""Point"", ""coordinates"": [3.0691223, 50.6028097]}";;node/2371199483;crossing
50.6479146, 3.0227425;"{""type"": ""Point"", ""coordinates"": [3.0227425, 50.6479146]}";;node/2371199560;crossing
50.6614142, 3.0501783;"{""type"": ""Point"", ""coordinates"": [3.0501783, 50.6614142]}";;node/2371225883;crossing
50.6256049, 2.95696;"{""type"": ""Point"", ""coordinates"": [2.95696, 50.6256049]}";;node/2371881217;crossing
50.6052499, 2.9157863;"{""type"": ""Point"", ""coordinates"": [2.9157863, 50.6052499]}";;node/2372465875;crossing
50.6434293, 2.9616443;"{""type"": ""Point"", ""coordinates"": [2.9616443, 50.6434293]}";uncontrolled;node/2376364627;crossing
50.5307526, 2.8034646;"{""type"": ""Point"", ""coordinates"": [2.8034646, 50.5307526]}";;node/2379107641;crossing
50.5312067, 2.8042178;"{""type"": ""Point"", ""coordinates"": [2.8042178, 50.5312067]}";;node/2379107646;crossing
50.5325995, 2.8029969;"{""type"": ""Point"", ""coordinates"": [2.8029969, 50.5325995]}";;node/2379107657;crossing
50.5326408, 2.8029346;"{""type"": ""Point"", ""coordinates"": [2.8029346, 50.5326408]}";;node/2379107658;crossing
50.5327005, 2.804264;"{""type"": ""Point"", ""coordinates"": [2.804264, 50.5327005]}";;node/2379107660;crossing
50.5329066, 2.8044816;"{""type"": ""Point"", ""coordinates"": [2.8044816, 50.5329066]}";;node/2379107665;crossing
50.5365468, 2.8410232;"{""type"": ""Point"", ""coordinates"": [2.8410232, 50.5365468]}";;node/2379107694;crossing
50.5839076, 2.8925896;"{""type"": ""Point"", ""coordinates"": [2.8925896, 50.5839076]}";;node/2379107701;crossing
50.5839902, 2.892126;"{""type"": ""Point"", ""coordinates"": [2.892126, 50.5839902]}";;node/2379107705;crossing
50.5842486, 2.8891344;"{""type"": ""Point"", ""coordinates"": [2.8891344, 50.5842486]}";;node/2379107709;crossing
50.6058125, 2.8539261;"{""type"": ""Point"", ""coordinates"": [2.8539261, 50.6058125]}";;node/2379107746;crossing
50.5860651, 2.8834128;"{""type"": ""Point"", ""coordinates"": [2.8834128, 50.5860651]}";;node/2379119939;crossing
50.5863954, 2.8879866;"{""type"": ""Point"", ""coordinates"": [2.8879866, 50.5863954]}";;node/2379119944;crossing
50.5332908, 3.1724036;"{""type"": ""Point"", ""coordinates"": [3.1724036, 50.5332908]}";uncontrolled;node/2393683533;crossing
50.5588654, 2.8706743;"{""type"": ""Point"", ""coordinates"": [2.8706743, 50.5588654]}";;node/2396255174;crossing
50.5602712, 2.8329087;"{""type"": ""Point"", ""coordinates"": [2.8329087, 50.5602712]}";;node/2396255176;crossing
50.5627618, 2.8993845;"{""type"": ""Point"", ""coordinates"": [2.8993845, 50.5627618]}";;node/2396255190;crossing
50.5713644, 2.865903;"{""type"": ""Point"", ""coordinates"": [2.865903, 50.5713644]}";;node/2396255206;crossing
50.5739386, 2.8533656;"{""type"": ""Point"", ""coordinates"": [2.8533656, 50.5739386]}";;node/2396255208;crossing
50.5765869, 2.8546488;"{""type"": ""Point"", ""coordinates"": [2.8546488, 50.5765869]}";;node/2396255217;crossing
50.5779431, 2.8569228;"{""type"": ""Point"", ""coordinates"": [2.8569228, 50.5779431]}";;node/2396255229;crossing
50.6734679, 3.0951882;"{""type"": ""Point"", ""coordinates"": [3.0951882, 50.6734679]}";;node/2396316601;crossing
50.6735742, 3.0953841;"{""type"": ""Point"", ""coordinates"": [3.0953841, 50.6735742]}";;node/2396316604;crossing
50.673934, 3.094662;"{""type"": ""Point"", ""coordinates"": [3.094662, 50.673934]}";;node/2396316612;crossing
50.6740237, 3.0948732;"{""type"": ""Point"", ""coordinates"": [3.0948732, 50.6740237]}";;node/2396316614;crossing
50.6740508, 3.0944023;"{""type"": ""Point"", ""coordinates"": [3.0944023, 50.6740508]}";;node/2396316615;crossing
50.7031746, 3.0911821;"{""type"": ""Point"", ""coordinates"": [3.0911821, 50.7031746]}";;node/2396316624;crossing
50.7040082, 3.0905367;"{""type"": ""Point"", ""coordinates"": [3.0905367, 50.7040082]}";;node/2396316641;crossing
50.6686185, 2.9714767;"{""type"": ""Point"", ""coordinates"": [2.9714767, 50.6686185]}";;node/2396385043;crossing
50.6694703, 2.975598;"{""type"": ""Point"", ""coordinates"": [2.975598, 50.6694703]}";;node/2396385085;crossing
50.6695199, 2.9758656;"{""type"": ""Point"", ""coordinates"": [2.9758656, 50.6695199]}";;node/2396385087;crossing
50.6702369, 2.9899851;"{""type"": ""Point"", ""coordinates"": [2.9899851, 50.6702369]}";;node/2396385102;crossing
50.6703514, 2.9899364;"{""type"": ""Point"", ""coordinates"": [2.9899364, 50.6703514]}";;node/2396385105;crossing
50.6709305, 2.9890173;"{""type"": ""Point"", ""coordinates"": [2.9890173, 50.6709305]}";;node/2396385109;crossing
50.6717208, 2.9725177;"{""type"": ""Point"", ""coordinates"": [2.9725177, 50.6717208]}";;node/2396385125;crossing
50.6722202, 2.9738024;"{""type"": ""Point"", ""coordinates"": [2.9738024, 50.6722202]}";;node/2396385142;crossing
50.7355094, 2.9520688;"{""type"": ""Point"", ""coordinates"": [2.9520688, 50.7355094]}";;node/2396385195;crossing
50.7355889, 2.9514139;"{""type"": ""Point"", ""coordinates"": [2.9514139, 50.7355889]}";;node/2396385198;crossing
50.735684, 2.9515709;"{""type"": ""Point"", ""coordinates"": [2.9515709, 50.735684]}";;node/2396385201;crossing
50.7663534, 3.0097016;"{""type"": ""Point"", ""coordinates"": [3.0097016, 50.7663534]}";;node/2396385338;crossing
50.7663663, 3.0112743;"{""type"": ""Point"", ""coordinates"": [3.0112743, 50.7663663]}";;node/2396385341;crossing
50.6702478, 2.9038413;"{""type"": ""Point"", ""coordinates"": [2.9038413, 50.6702478]}";traffic_signals;node/2396527917;crossing
50.5283556, 2.8029601;"{""type"": ""Point"", ""coordinates"": [2.8029601, 50.5283556]}";;node/2397294032;crossing
50.528854, 2.8046376;"{""type"": ""Point"", ""coordinates"": [2.8046376, 50.528854]}";;node/2397294037;crossing
50.5299117, 2.8044522;"{""type"": ""Point"", ""coordinates"": [2.8044522, 50.5299117]}";;node/2397294058;crossing
50.5304291, 2.8062302;"{""type"": ""Point"", ""coordinates"": [2.8062302, 50.5304291]}";;node/2397294076;crossing
50.5332833, 2.8079035;"{""type"": ""Point"", ""coordinates"": [2.8079035, 50.5332833]}";;node/2397294175;crossing
50.5336832, 2.8053617;"{""type"": ""Point"", ""coordinates"": [2.8053617, 50.5336832]}";;node/2397294212;crossing
50.5349921, 2.813971;"{""type"": ""Point"", ""coordinates"": [2.813971, 50.5349921]}";;node/2397294257;crossing
50.5360973, 2.8055726;"{""type"": ""Point"", ""coordinates"": [2.8055726, 50.5360973]}";;node/2397294320;crossing
50.5361912, 2.8057164;"{""type"": ""Point"", ""coordinates"": [2.8057164, 50.5361912]}";;node/2397294327;crossing
50.5362629, 2.8056178;"{""type"": ""Point"", ""coordinates"": [2.8056178, 50.5362629]}";;node/2397294333;crossing
50.536504, 2.8046686;"{""type"": ""Point"", ""coordinates"": [2.8046686, 50.536504]}";;node/2397294346;crossing
50.5367614, 2.8067116;"{""type"": ""Point"", ""coordinates"": [2.8067116, 50.5367614]}";;node/2397294369;crossing
50.5376082, 2.8013906;"{""type"": ""Point"", ""coordinates"": [2.8013906, 50.5376082]}";;node/2397294425;crossing
50.5384381, 2.8077936;"{""type"": ""Point"", ""coordinates"": [2.8077936, 50.5384381]}";;node/2397294532;crossing
50.538535, 2.8083472;"{""type"": ""Point"", ""coordinates"": [2.8083472, 50.538535]}";;node/2397294548;crossing
50.5391801, 2.8084846;"{""type"": ""Point"", ""coordinates"": [2.8084846, 50.5391801]}";;node/2397294557;crossing
50.5456117, 2.8105243;"{""type"": ""Point"", ""coordinates"": [2.8105243, 50.5456117]}";;node/2397294690;crossing
50.6808665, 2.9974613;"{""type"": ""Point"", ""coordinates"": [2.9974613, 50.6808665]}";;node/2397428027;crossing
50.6826117, 2.9988469;"{""type"": ""Point"", ""coordinates"": [2.9988469, 50.6826117]}";;node/2397428264;crossing
50.6843737, 3.0007198;"{""type"": ""Point"", ""coordinates"": [3.0007198, 50.6843737]}";;node/2397428322;crossing
50.7137171, 3.0070666;"{""type"": ""Point"", ""coordinates"": [3.0070666, 50.7137171]}";;node/2397433599;crossing
50.7153589, 3.0093564;"{""type"": ""Point"", ""coordinates"": [3.0093564, 50.7153589]}";;node/2397433609;crossing
50.7097969, 2.9970172;"{""type"": ""Point"", ""coordinates"": [2.9970172, 50.7097969]}";;node/2397437295;crossing
50.7102616, 2.9972888;"{""type"": ""Point"", ""coordinates"": [2.9972888, 50.7102616]}";;node/2397437297;crossing
50.7723365, 3.0486205;"{""type"": ""Point"", ""coordinates"": [3.0486205, 50.7723365]}";;node/2397448864;crossing
50.7726063, 3.0496406;"{""type"": ""Point"", ""coordinates"": [3.0496406, 50.7726063]}";;node/2397448876;crossing
50.7731943, 3.0476924;"{""type"": ""Point"", ""coordinates"": [3.0476924, 50.7731943]}";;node/2397448901;crossing
50.5589517, 3.0116675;"{""type"": ""Point"", ""coordinates"": [3.0116675, 50.5589517]}";;node/2400516614;crossing
50.560011, 3.008037;"{""type"": ""Point"", ""coordinates"": [3.008037, 50.560011]}";;node/2400516620;crossing
50.569884, 2.9979512;"{""type"": ""Point"", ""coordinates"": [2.9979512, 50.569884]}";;node/2400516675;crossing
50.5737408, 2.9902644;"{""type"": ""Point"", ""coordinates"": [2.9902644, 50.5737408]}";;node/2400516713;crossing
50.5883405, 3.1111316;"{""type"": ""Point"", ""coordinates"": [3.1111316, 50.5883405]}";;node/2400541347;crossing
50.5886262, 3.1121793;"{""type"": ""Point"", ""coordinates"": [3.1121793, 50.5886262]}";;node/2400541350;crossing
50.590039, 3.1019639;"{""type"": ""Point"", ""coordinates"": [3.1019639, 50.590039]}";;node/2400541372;crossing
50.5902262, 3.1020392;"{""type"": ""Point"", ""coordinates"": [3.1020392, 50.5902262]}";;node/2400541387;crossing
50.5907514, 3.1028832;"{""type"": ""Point"", ""coordinates"": [3.1028832, 50.5907514]}";;node/2400541401;crossing
50.5912406, 3.1041388;"{""type"": ""Point"", ""coordinates"": [3.1041388, 50.5912406]}";;node/2400541404;crossing
50.5915799, 3.1021932;"{""type"": ""Point"", ""coordinates"": [3.1021932, 50.5915799]}";;node/2400541410;crossing
50.5916302, 3.1021853;"{""type"": ""Point"", ""coordinates"": [3.1021853, 50.5916302]}";;node/2400541411;crossing
50.7350719, 3.1703014;"{""type"": ""Point"", ""coordinates"": [3.1703014, 50.7350719]}";;node/2401290723;crossing
50.7356346, 3.1684411;"{""type"": ""Point"", ""coordinates"": [3.1684411, 50.7356346]}";;node/2401290744;crossing
50.735787, 3.168544;"{""type"": ""Point"", ""coordinates"": [3.168544, 50.735787]}";;node/2401290755;crossing
50.7361218, 3.1732464;"{""type"": ""Point"", ""coordinates"": [3.1732464, 50.7361218]}";;node/2401290771;crossing
50.7361766, 3.1734196;"{""type"": ""Point"", ""coordinates"": [3.1734196, 50.7361766]}";;node/2401290779;crossing
50.7363594, 3.1748758;"{""type"": ""Point"", ""coordinates"": [3.1748758, 50.7363594]}";;node/2401290793;crossing
50.612029, 3.0745809;"{""type"": ""Point"", ""coordinates"": [3.0745809, 50.612029]}";;node/2402551210;crossing
50.6120845, 3.074943;"{""type"": ""Point"", ""coordinates"": [3.074943, 50.6120845]}";;node/2402551212;crossing
50.6132016, 3.0181205;"{""type"": ""Point"", ""coordinates"": [3.0181205, 50.6132016]}";;node/2402551220;crossing
50.6134469, 3.0178839;"{""type"": ""Point"", ""coordinates"": [3.0178839, 50.6134469]}";;node/2402551225;crossing
50.6135007, 3.0179301;"{""type"": ""Point"", ""coordinates"": [3.0179301, 50.6135007]}";;node/2402551230;crossing
50.622745, 3.0408149;"{""type"": ""Point"", ""coordinates"": [3.0408149, 50.622745]}";;node/2402551270;crossing
50.6227685, 3.0407121;"{""type"": ""Point"", ""coordinates"": [3.0407121, 50.6227685]}";;node/2402551273;crossing
50.6242014, 3.0612833;"{""type"": ""Point"", ""coordinates"": [3.0612833, 50.6242014]}";zebra;node/2402551306;crossing
50.6242584, 3.0611694;"{""type"": ""Point"", ""coordinates"": [3.0611694, 50.6242584]}";zebra;node/2402551312;crossing
50.6242997, 3.0598513;"{""type"": ""Point"", ""coordinates"": [3.0598513, 50.6242997]}";zebra;node/2402551318;crossing
50.6360094, 3.0921675;"{""type"": ""Point"", ""coordinates"": [3.0921675, 50.6360094]}";zebra;node/2402551454;crossing
50.6367237, 3.0906299;"{""type"": ""Point"", ""coordinates"": [3.0906299, 50.6367237]}";zebra;node/2402551467;crossing
50.6656903, 3.1409549;"{""type"": ""Point"", ""coordinates"": [3.1409549, 50.6656903]}";;node/2402551561;crossing
50.6657725, 3.1429458;"{""type"": ""Point"", ""coordinates"": [3.1429458, 50.6657725]}";;node/2402551566;crossing
50.6671451, 3.0705805;"{""type"": ""Point"", ""coordinates"": [3.0705805, 50.6671451]}";;node/2402551619;crossing
50.6693728, 3.0714129;"{""type"": ""Point"", ""coordinates"": [3.0714129, 50.6693728]}";;node/2402551690;crossing
50.5860604, 3.1046397;"{""type"": ""Point"", ""coordinates"": [3.1046397, 50.5860604]}";;node/2403343161;crossing
50.725212, 3.1470684;"{""type"": ""Point"", ""coordinates"": [3.1470684, 50.725212]}";;node/2403397076;crossing
50.7260007, 3.1473181;"{""type"": ""Point"", ""coordinates"": [3.1473181, 50.7260007]}";;node/2403397090;crossing
50.7263115, 3.1454596;"{""type"": ""Point"", ""coordinates"": [3.1454596, 50.7263115]}";;node/2403397103;crossing
50.6115434, 3.019161;"{""type"": ""Point"", ""coordinates"": [3.019161, 50.6115434]}";;node/2403650177;crossing
50.6130172, 3.0338234;"{""type"": ""Point"", ""coordinates"": [3.0338234, 50.6130172]}";zebra;node/2403650226;crossing
50.613077, 3.0335628;"{""type"": ""Point"", ""coordinates"": [3.0335628, 50.613077]}";zebra;node/2403650233;crossing
50.6131064, 3.0316433;"{""type"": ""Point"", ""coordinates"": [3.0316433, 50.6131064]}";;node/2403650248;crossing
50.6491025, 2.9978148;"{""type"": ""Point"", ""coordinates"": [2.9978148, 50.6491025]}";;node/2403667344;crossing
50.6510644, 3.003944;"{""type"": ""Point"", ""coordinates"": [3.003944, 50.6510644]}";zebra;node/2403667412;crossing
50.651212, 3.0038908;"{""type"": ""Point"", ""coordinates"": [3.0038908, 50.651212]}";zebra;node/2403667419;crossing
50.6527967, 3.0015707;"{""type"": ""Point"", ""coordinates"": [3.0015707, 50.6527967]}";zebra;node/2403667451;crossing
50.6756872, 3.126506;"{""type"": ""Point"", ""coordinates"": [3.126506, 50.6756872]}";;node/2414841918;crossing
50.5732813, 3.0536907;"{""type"": ""Point"", ""coordinates"": [3.0536907, 50.5732813]}";;node/2433592310;crossing
50.5738756, 3.0521667;"{""type"": ""Point"", ""coordinates"": [3.0521667, 50.5738756]}";;node/2433592316;crossing
50.5790086, 3.0521793;"{""type"": ""Point"", ""coordinates"": [3.0521793, 50.5790086]}";;node/2433592438;crossing
50.579369, 3.0499045;"{""type"": ""Point"", ""coordinates"": [3.0499045, 50.579369]}";;node/2433592457;crossing
50.574739, 3.0749531;"{""type"": ""Point"", ""coordinates"": [3.0749531, 50.574739]}";;node/2433600202;crossing
50.5754123, 3.078779;"{""type"": ""Point"", ""coordinates"": [3.078779, 50.5754123]}";;node/2433600211;crossing
50.6696538, 3.1299417;"{""type"": ""Point"", ""coordinates"": [3.1299417, 50.6696538]}";;node/2436655793;crossing
50.6696665, 3.1300191;"{""type"": ""Point"", ""coordinates"": [3.1300191, 50.6696665]}";;node/2436655794;crossing
50.6737074, 3.1847367;"{""type"": ""Point"", ""coordinates"": [3.1847367, 50.6737074]}";;node/2436705552;crossing
50.6838851, 3.1989188;"{""type"": ""Point"", ""coordinates"": [3.1989188, 50.6838851]}";;node/2436705559;crossing
50.6905177, 3.1749249;"{""type"": ""Point"", ""coordinates"": [3.1749249, 50.6905177]}";;node/2436705583;crossing
50.6994132, 3.1748216;"{""type"": ""Point"", ""coordinates"": [3.1748216, 50.6994132]}";;node/2436705591;crossing
50.7009371, 3.214637;"{""type"": ""Point"", ""coordinates"": [3.214637, 50.7009371]}";;node/2436728236;crossing
50.7010418, 3.215098;"{""type"": ""Point"", ""coordinates"": [3.215098, 50.7010418]}";;node/2436728240;crossing
50.7021323, 3.2172305;"{""type"": ""Point"", ""coordinates"": [3.2172305, 50.7021323]}";;node/2436728296;crossing
50.7024676, 3.2154476;"{""type"": ""Point"", ""coordinates"": [3.2154476, 50.7024676]}";;node/2436728320;crossing
50.6239998, 3.0950826;"{""type"": ""Point"", ""coordinates"": [3.0950826, 50.6239998]}";;node/2437155007;crossing
50.6241387, 3.095635;"{""type"": ""Point"", ""coordinates"": [3.095635, 50.6241387]}";;node/2437155010;crossing
50.529503, 2.9319367;"{""type"": ""Point"", ""coordinates"": [2.9319367, 50.529503]}";;node/2437251768;crossing
50.5295637, 2.9317543;"{""type"": ""Point"", ""coordinates"": [2.9317543, 50.5295637]}";;node/2437251772;crossing
50.5298961, 2.9329034;"{""type"": ""Point"", ""coordinates"": [2.9329034, 50.5298961]}";;node/2437251776;crossing
50.5323522, 2.9332275;"{""type"": ""Point"", ""coordinates"": [2.9332275, 50.5323522]}";;node/2437251806;crossing
50.5337275, 2.9373161;"{""type"": ""Point"", ""coordinates"": [2.9373161, 50.5337275]}";;node/2437251819;crossing
50.5149055, 2.8969759;"{""type"": ""Point"", ""coordinates"": [2.8969759, 50.5149055]}";;node/2437275802;crossing
50.5156381, 2.895402;"{""type"": ""Point"", ""coordinates"": [2.895402, 50.5156381]}";;node/2437275821;crossing
50.515654, 2.8956037;"{""type"": ""Point"", ""coordinates"": [2.8956037, 50.515654]}";;node/2437275823;crossing
50.5476432, 2.9197077;"{""type"": ""Point"", ""coordinates"": [2.9197077, 50.5476432]}";;node/2455744471;crossing
50.5501529, 2.9122157;"{""type"": ""Point"", ""coordinates"": [2.9122157, 50.5501529]}";;node/2455744499;crossing
50.5432509, 2.9839497;"{""type"": ""Point"", ""coordinates"": [2.9839497, 50.5432509]}";;node/2455753895;crossing
50.5435952, 2.9662229;"{""type"": ""Point"", ""coordinates"": [2.9662229, 50.5435952]}";;node/2455753898;crossing
50.5132632, 2.9133264;"{""type"": ""Point"", ""coordinates"": [2.9133264, 50.5132632]}";;node/2455764115;crossing
50.6217101, 3.0971156;"{""type"": ""Point"", ""coordinates"": [3.0971156, 50.6217101]}";;node/2456611688;crossing
50.622643, 3.0961384;"{""type"": ""Point"", ""coordinates"": [3.0961384, 50.622643]}";;node/2456611696;crossing
50.6227692, 3.0950788;"{""type"": ""Point"", ""coordinates"": [3.0950788, 50.6227692]}";;node/2456611697;crossing
50.6240555, 3.1007511;"{""type"": ""Point"", ""coordinates"": [3.1007511, 50.6240555]}";;node/2456611703;crossing
50.7314188, 3.1676957;"{""type"": ""Point"", ""coordinates"": [3.1676957, 50.7314188]}";;node/2461374405;crossing
50.7374494, 3.1653152;"{""type"": ""Point"", ""coordinates"": [3.1653152, 50.7374494]}";;node/2461374407;crossing
50.7446062, 3.1526337;"{""type"": ""Point"", ""coordinates"": [3.1526337, 50.7446062]}";;node/2461378427;crossing
50.753951, 3.1437744;"{""type"": ""Point"", ""coordinates"": [3.1437744, 50.753951]}";;node/2461380127;crossing
50.7533639, 3.1432836;"{""type"": ""Point"", ""coordinates"": [3.1432836, 50.7533639]}";;node/2461380132;crossing
50.7565255, 3.1463788;"{""type"": ""Point"", ""coordinates"": [3.1463788, 50.7565255]}";;node/2461381329;crossing
50.7579148, 3.1481223;"{""type"": ""Point"", ""coordinates"": [3.1481223, 50.7579148]}";;node/2461381872;crossing
50.7579582, 3.1482188;"{""type"": ""Point"", ""coordinates"": [3.1482188, 50.7579582]}";;node/2461381873;crossing
50.764189, 3.1562333;"{""type"": ""Point"", ""coordinates"": [3.1562333, 50.764189]}";;node/2461385857;crossing
50.7520606, 3.1924458;"{""type"": ""Point"", ""coordinates"": [3.1924458, 50.7520606]}";;node/2461389997;crossing
50.7497147, 3.2005487;"{""type"": ""Point"", ""coordinates"": [3.2005487, 50.7497147]}";;node/2461391860;crossing
50.7476191, 3.2068868;"{""type"": ""Point"", ""coordinates"": [3.2068868, 50.7476191]}";;node/2461393264;crossing
50.7467196, 3.2081902;"{""type"": ""Point"", ""coordinates"": [3.2081902, 50.7467196]}";;node/2461393308;crossing
50.7452859, 3.2082247;"{""type"": ""Point"", ""coordinates"": [3.2082247, 50.7452859]}";;node/2461394023;crossing
50.6389802, 3.0586948;"{""type"": ""Point"", ""coordinates"": [3.0586948, 50.6389802]}";zebra;node/3655588514;crossing
50.6438558, 3.0742427;"{""type"": ""Point"", ""coordinates"": [3.0742427, 50.6438558]}";zebra;node/3655588838;crossing
50.6397372, 3.0756245;"{""type"": ""Point"", ""coordinates"": [3.0756245, 50.6397372]}";zebra;node/3655588877;crossing
50.531307, 2.9346362;"{""type"": ""Point"", ""coordinates"": [2.9346362, 50.531307]}";uncontrolled;node/3655797460;crossing
50.666563, 3.0437765;"{""type"": ""Point"", ""coordinates"": [3.0437765, 50.666563]}";;node/3658605114;crossing
50.6665845, 3.0438874;"{""type"": ""Point"", ""coordinates"": [3.0438874, 50.6665845]}";;node/3658605115;crossing
50.6676215, 3.0431313;"{""type"": ""Point"", ""coordinates"": [3.0431313, 50.6676215]}";;node/3658605116;crossing
50.6764367, 3.1388639;"{""type"": ""Point"", ""coordinates"": [3.1388639, 50.6764367]}";zebra;node/3660896571;crossing
50.6737737, 3.1405623;"{""type"": ""Point"", ""coordinates"": [3.1405623, 50.6737737]}";zebra;node/3660896608;crossing
50.6689575, 3.1533696;"{""type"": ""Point"", ""coordinates"": [3.1533696, 50.6689575]}";zebra;node/3660896777;crossing
50.6687385, 3.1537203;"{""type"": ""Point"", ""coordinates"": [3.1537203, 50.6687385]}";zebra;node/3660896782;crossing
50.6687785, 3.1540787;"{""type"": ""Point"", ""coordinates"": [3.1540787, 50.6687785]}";zebra;node/3660896783;crossing
50.6654853, 3.1521205;"{""type"": ""Point"", ""coordinates"": [3.1521205, 50.6654853]}";zebra;node/3660896818;crossing
