Horodateur,Professions,Fonctions,Spécialités scientifiques,Académies,Sociétés savantes,Universités françaises,Sociétés savantes françaises,Universités allemandes,Sociétés savantes allemandes,Espaces de sociabilité,Autres lieux de savoirs,Rapports Acteur ? Acteur,Rapports Acteur ? Lieu,Rapport Acteur ? Notions,Rapport Notions ? Acteur,Notions de biologie,Notions de Science de la vie,Notions de Science de la Terre,Notions d'Anatomie,Villégiatures,Références
08/01/2015 09:58:12,"Ecrivain, Traducteur, Médecin, Editeur, Professeur, Journaliste, Conservateur, Bibliothécaire, Vulgarisateur, Peintre, Philosophe, Cartographe, Archiviste, Ouvrier, Politicien, Prêtre, Directeur de collection",,"agronome, anatomiste, biologiste, botaniste, chimiste, conservateur, entomologiste, géographe, géologue, histologue, historien, homéopathe, médecin, naturaliste, physiologiste","Académies française, Académie des sciences Leopoldina, Académie des inscriptions et belles-lettres, Académie des sciences, Académie des sciences morales et politiques, Académie des Beaux-Arts, Académie des sciences de Göttingen, Collège de France, Académie allemande des sciences de Berlin",,"université d'Aix, université d'Angers, université d'Avignon, université d'Orange, université d'Orléans, université de Besançon, université de Bordeaux, université de Bourges, université de Caen, université de Cahors, université de Corse, université de Dijon, université de Dôle à Besançon, université de Douai, université de Grenoble, université de Montpellier, université de Nancy, université de Nantes, université de Paris, Université de Pau, université de Perpignan, université de Poitiers, université de Pont-à-Mousson, université de Reims, université de Rennes, université de Strasbourg, université de Toulouse","Académie d'agriculture de France, Société scientifique et artistique de Clamecy (1876-), Société philotechnique, Société dunoise d'archéologie, histoire, sciences et arts (1864-), Société des sciences, lettres et arts de Pau et du Béarn (1841-), Société des sciences, arts et belles-lettres du Tarn, Société des sciences historiques et naturelles de l'Yonne, Société des sciences de Rive-de-Gier, Société des sciences de Châtellerault, Société des amis des arts et des sciences de Tournus, Société de recherches archéologiques du pays chauvinois, Société de Borda (1876), Société détudes scientifiques de lAnjou - section Saumur, Société d'études scientifiques et archéologiques de Draguignan et du Var, Société d'études scientifiques de Lyon, Société d'études scientifiques de l'Aude, Société d'Arcueil, Société ariégeoise des sciences, lettres et arts, Société archéologique, historique et scientifique de Soissons, Association scientifique, archéologique, historique et ethnologique de Chaunay, Association sciences et culture, Association régionale de paléontologie-préhistoire des amis des sciences, Association européenne pour la promotion de la science et de la technologie, Association de culture et de muséographie scientifiques, Académie lorraine des sciences, Académie internationale des sciences, Académie des sciences, lettres et arts de l'Ardèche, Académie des sciences, lettres et arts d'Arras, Académie des sciences, lettres et arts d'Agen, Académie des sciences, inscriptions et belles-lettres de Toulouse, Académie des sciences, belles-lettres et arts de Savoie, Académie des sciences, belles-lettres et arts de Rouen, Académie des sciences, belles-lettres et arts de Lyon, Académie des sciences, belles-lettres et arts de Clermont-Ferrand, Académie des sciences, belles-lettres et arts de Besançon et de Franche-Comté, Académie des sciences, arts et belles-lettres de Touraine, Académie des sciences, arts et belles-lettres de Dijon, Académie des sciences, arts et belles-lettres de Caen, Académie des sciences et lettres de Montpellier, Académie des sciences, Académie des belles-lettres, sciences et arts de La Rochelle, Académie des arts et sciences de Carcassonne, Société anatomique de Paris (1803-), Société philomathique de Paris (1788-), Société linéenne de Paris (1787-1790)/Société d'histoire naturelle, Société d'encouragement pour l'industrie nationale","Université de Heidelberg, Université de Leipzig, Université de Greifswald, Université Louis-et-Maximilien de Munich, Université Eberhard Karl de Tübingen, Université de Wittenberg, Université de Marburg, Université de Göttingen",,"Aglaé Sabatier, Esther La Païva, Aimée Carvillon des Tillières, George Sand, Barbara de Krüdener, Claire de Duras, Delphine de Girardin, Geneviève Straus, Julia Allard-Daudet, Juliette Adam, Juliette Récamier, Léontine Arman de Caillavet, Louise Contat, Louise Colet, Lydie Aubernon de Nerville, Madeleine Lemaire, Marguerite de Saint-Marceaux, Marie-Anne de Loynes, Mélanie de Pourtalès, Mélanie Waldor, Nina de Villard, Rachilde, Sophie de Castellane, Sophie Gay, Sophie Swetchine, Virginie Ancelot, La comtesse Adèle de Boigne, La comtesse Anastasia de Circourt, La comtesse Félicité de Genlis, La comtesse Marie d'Agoult, Ğ la Corinne du quai Malaquais ğ, La comtesse Rosalie de Fitz-James, La comtesse Sophie d'Houdetot, La duchesse Dorothée de Dino, La marquise Armande du Plessis, La princesse Constance de Salm-Dyck, La princesse Mathilde Bonaparte, Le Baron Gérard, Misia Sert/Natanson, La comtesse Merlin, Mademoiselle Mars, Grenier d'Auteuil (Goncourt), Diane de la Bedollière, Comtesse Greffülhe, Madame de Polignac, Dîners Magny, Dîners  Bixio, Dîners du Baron Taylor, Société des Gaudes, Société de la pomme, Mardis de Mallarmé, Samedis de Heredia, Dîners des Vingt (Pieters), Salons Frascati","Collège Sainte-Barbe, Lycée Charlemagne, Institution Briand, Ecole préparatoire (ENS), Archives nationales, Bibliothèque nationale, Bibliothèque de l'Arsenal, L'Athénée (1781-), La Société royale des bonne Lettres (1821-1830), Le Cercle agricole (1833-), Société Ramond (Bagnères de Bigorre 1865-)","a écrit à, a parlé à, a rencontré, est en controverse avec, est ami de, a influencé, est influencé par, est de la famille de, est marié à, est l'enfant de, est le père / la mère de, est le frère / la soeur de, est l'amant de, est l'étudiant de, est l'enseignant de, est le voisin de, est l'hôte de, est le lecteur de, est le traducteur de, est l'éditeur de, est le guide spirituel de, est le de?fendeur de, a imité, est cité par, a cité","a eu son baccalauréat à, a eu son doctorat à, a séjourné à, a été embauché à, a emménagé à, a voyagé à, est le fondateur de, a cartographié, a fait une conférence à","est l'inventeur de, a popularisé, est le fondateur de, est l'auteur de, a re?formé, est le pre?curseur de, est le de?fendeur de, a écrit sur, fait référence sur","est attribué à, est imaginé par, est oublié par, est proposé par, est énoncé par, est emblématique de, est présente chez, est habituel chez, est repéré chez, est inconnu chez","Anatomie, Biochimie, Biologie animale, Biologie du développement, Biologie expérimentale, Biologie moléculaire, Évolution (biologie), Immunologie, Microbiologie, Parasitologie, Physiologie, Biologie végétale, Biologie humaine","Biologie, Botanique, Mycologie, Sciences de la santé, Zoologie","Géographie, Géologie, Météorologie, Océanographie","Anatomie comparée, Anatomie fonctionnelle, Anatomie humaine, Anatomie pathologique, Anatomie topographique","Bagnères de Bigorre, Trouville, Dieppe, Aix en Savoie, Spa, Wiesbaden, Ems, Bade, Le Mont-Dore, La Bourboule, Barèges, Vichy, Cauterets","livre, citation, périodique, film, audio, image, diplôme"
